Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso",Total viviendas ocupadas con personas presentes,Total,Energía electrica SI,Energía electrica NO,Total.1,Acueducto SI,Acueducto NO,Total.2,Alcantarillado SI,Alcantarillado NO,Total.3,Gas natural conectado a red pública SI,Gas natural conectado a red pública NO,Gas natural conectado a red pública NA,Total.4,Recolección de basuras SI,Recolección de basuras NO,Total.5,Internet SI,Internet NO,Internet NA
15_Boyacá,494_Nuevo Colón,Cabecera,302.0,302.0,299.0,3.0,302.0,300.0,2.0,302.0,274.0,28.0,302.0,202.0,98.0,2.0,302.0,270.0,32.0,302.0,50.0,250.0,2.0
15_Boyacá,494_Nuevo Colón,Rural disperso,1303.0,1303.0,1229.0,74.0,1303.0,990.0,313.0,1303.0,27.0,1276.0,1303.0,55.0,1235.0,13.0,1303.0,19.0,1284.0,1303.0,22.0,1267.0,14.0
15_Boyacá,500_Oicatá,Total municipal,855.0,855.0,831.0,24.0,855.0,804.0,51.0,855.0,126.0,729.0,855.0,95.0,755.0,5.0,855.0,157.0,698.0,855.0,221.0,629.0,5.0
15_Boyacá,500_Oicatá,Cabecera,121.0,121.0,120.0,1.0,121.0,118.0,3.0,121.0,110.0,11.0,121.0,95.0,24.0,2.0,121.0,115.0,6.0,121.0,42.0,77.0,2.0
15_Boyacá,500_Oicatá,Rural disperso,734.0,734.0,711.0,23.0,734.0,686.0,48.0,734.0,16.0,718.0,734.0,0.0,731.0,3.0,734.0,42.0,692.0,734.0,179.0,552.0,3.0
15_Boyacá,507_Otanche,Total municipal,2196.0,2196.0,1951.0,245.0,2196.0,983.0,1213.0,2196.0,925.0,1271.0,2196.0,22.0,2166.0,8.0,2196.0,944.0,1252.0,2196.0,134.0,2054.0,8.0
15_Boyacá,507_Otanche,Cabecera,948.0,948.0,931.0,17.0,948.0,906.0,42.0,948.0,911.0,37.0,948.0,18.0,923.0,7.0,948.0,935.0,13.0,948.0,129.0,812.0,7.0
15_Boyacá,507_Otanche,Centro poblado,157.0,157.0,153.0,4.0,157.0,21.0,136.0,157.0,1.0,156.0,157.0,1.0,156.0,0.0,157.0,1.0,156.0,157.0,1.0,156.0,0.0
15_Boyacá,507_Otanche,Rural disperso,1091.0,1091.0,867.0,224.0,1091.0,56.0,1035.0,1091.0,13.0,1078.0,1091.0,3.0,1087.0,1.0,1091.0,8.0,1083.0,1091.0,4.0,1086.0,1.0
15_Boyacá,511_Pachavita,Total municipal,866.0,866.0,825.0,41.0,866.0,688.0,178.0,866.0,169.0,697.0,866.0,3.0,862.0,1.0,866.0,167.0,699.0,866.0,22.0,843.0,1.0
15_Boyacá,511_Pachavita,Cabecera,168.0,168.0,164.0,4.0,168.0,167.0,1.0,168.0,162.0,6.0,168.0,2.0,165.0,1.0,168.0,165.0,3.0,168.0,20.0,147.0,1.0
15_Boyacá,511_Pachavita,Rural disperso,698.0,698.0,661.0,37.0,698.0,521.0,177.0,698.0,7.0,691.0,698.0,1.0,697.0,0.0,698.0,2.0,696.0,698.0,2.0,696.0,0.0
15_Boyacá,514_Páez,Total municipal,1064.0,1064.0,1022.0,42.0,1064.0,537.0,527.0,1064.0,496.0,568.0,1064.0,452.0,605.0,7.0,1064.0,455.0,609.0,1064.0,65.0,992.0,7.0
15_Boyacá,514_Páez,Cabecera,462.0,462.0,451.0,11.0,462.0,444.0,18.0,462.0,437.0,25.0,462.0,391.0,65.0,6.0,462.0,446.0,16.0,462.0,63.0,393.0,6.0
15_Boyacá,514_Páez,Centro poblado,60.0,60.0,59.0,1.0,60.0,44.0,16.0,60.0,53.0,7.0,60.0,6.0,54.0,0.0,60.0,3.0,57.0,60.0,0.0,60.0,0.0
15_Boyacá,514_Páez,Rural disperso,542.0,542.0,512.0,30.0,542.0,49.0,493.0,542.0,6.0,536.0,542.0,55.0,486.0,1.0,542.0,6.0,536.0,542.0,2.0,539.0,1.0
15_Boyacá,516_Paipa,Total municipal,9862.0,9862.0,9775.0,87.0,9862.0,9339.0,523.0,9862.0,6637.0,3225.0,9862.0,6181.0,3601.0,80.0,9862.0,7236.0,2626.0,9862.0,2524.0,7258.0,80.0
15_Boyacá,516_Paipa,Cabecera,6172.0,6172.0,6152.0,20.0,6172.0,6146.0,26.0,6172.0,6059.0,113.0,6172.0,5733.0,374.0,65.0,6172.0,6105.0,67.0,6172.0,2350.0,3757.0,65.0
15_Boyacá,516_Paipa,Centro poblado,134.0,134.0,134.0,0.0,134.0,133.0,1.0,134.0,116.0,18.0,134.0,3.0,129.0,2.0,134.0,77.0,57.0,134.0,6.0,126.0,2.0
15_Boyacá,516_Paipa,Rural disperso,3556.0,3556.0,3489.0,67.0,3556.0,3060.0,496.0,3556.0,462.0,3094.0,3556.0,445.0,3098.0,13.0,3556.0,1054.0,2502.0,3556.0,168.0,3375.0,13.0
15_Boyacá,518_Pajarito,Total municipal,659.0,659.0,631.0,28.0,659.0,488.0,171.0,659.0,353.0,306.0,659.0,244.0,411.0,4.0,659.0,430.0,229.0,659.0,53.0,602.0,4.0
15_Boyacá,518_Pajarito,Cabecera,317.0,317.0,315.0,2.0,317.0,315.0,2.0,317.0,314.0,3.0,317.0,235.0,81.0,1.0,317.0,316.0,1.0,317.0,49.0,267.0,1.0
15_Boyacá,518_Pajarito,Centro poblado,114.0,114.0,112.0,2.0,114.0,109.0,5.0,114.0,22.0,92.0,114.0,0.0,114.0,0.0,114.0,76.0,38.0,114.0,3.0,111.0,0.0
15_Boyacá,518_Pajarito,Rural disperso,228.0,228.0,204.0,24.0,228.0,64.0,164.0,228.0,17.0,211.0,228.0,9.0,216.0,3.0,228.0,38.0,190.0,228.0,1.0,224.0,3.0
15_Boyacá,522_Panqueba,Total municipal,541.0,541.0,529.0,12.0,541.0,387.0,154.0,541.0,292.0,249.0,541.0,191.0,347.0,3.0,541.0,264.0,277.0,541.0,39.0,499.0,3.0
15_Boyacá,522_Panqueba,Cabecera,257.0,257.0,254.0,3.0,257.0,256.0,1.0,257.0,254.0,3.0,257.0,182.0,72.0,3.0,257.0,250.0,7.0,257.0,36.0,218.0,3.0
15_Boyacá,522_Panqueba,Rural disperso,284.0,284.0,275.0,9.0,284.0,131.0,153.0,284.0,38.0,246.0,284.0,9.0,275.0,0.0,284.0,14.0,270.0,284.0,3.0,281.0,0.0
15_Boyacá,531_Pauna,Total municipal,2307.0,2307.0,2151.0,156.0,2307.0,960.0,1347.0,2307.0,576.0,1731.0,2307.0,194.0,2093.0,20.0,2307.0,586.0,1721.0,2307.0,79.0,2208.0,20.0
15_Boyacá,531_Pauna,Cabecera,594.0,594.0,587.0,7.0,594.0,581.0,13.0,594.0,569.0,25.0,594.0,190.0,399.0,5.0,594.0,578.0,16.0,594.0,69.0,520.0,5.0
15_Boyacá,531_Pauna,Rural disperso,1713.0,1713.0,1564.0,149.0,1713.0,379.0,1334.0,1713.0,7.0,1706.0,1713.0,4.0,1694.0,15.0,1713.0,8.0,1705.0,1713.0,10.0,1688.0,15.0
15_Boyacá,533_Paya,Total municipal,583.0,583.0,187.0,396.0,583.0,211.0,372.0,583.0,124.0,459.0,583.0,3.0,578.0,2.0,583.0,119.0,464.0,583.0,18.0,563.0,2.0
15_Boyacá,533_Paya,Cabecera,121.0,121.0,116.0,5.0,121.0,120.0,1.0,121.0,120.0,1.0,121.0,2.0,117.0,2.0,121.0,117.0,4.0,121.0,18.0,101.0,2.0
15_Boyacá,533_Paya,Centro poblado,27.0,27.0,25.0,2.0,27.0,22.0,5.0,27.0,0.0,27.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,27.0,0.0,27.0,0.0
15_Boyacá,533_Paya,Rural disperso,435.0,435.0,46.0,389.0,435.0,69.0,366.0,435.0,4.0,431.0,435.0,1.0,434.0,0.0,435.0,2.0,433.0,435.0,0.0,435.0,0.0
15_Boyacá,537_Paz De Río,Total municipal,1391.0,1391.0,1371.0,20.0,1391.0,1275.0,116.0,1391.0,881.0,510.0,1391.0,358.0,1026.0,7.0,1391.0,848.0,543.0,1391.0,206.0,1178.0,7.0
15_Boyacá,537_Paz De Río,Cabecera,854.0,854.0,849.0,5.0,854.0,850.0,4.0,854.0,842.0,12.0,854.0,357.0,494.0,3.0,854.0,839.0,15.0,854.0,202.0,649.0,3.0
15_Boyacá,537_Paz De Río,Centro poblado,6.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0
15_Boyacá,537_Paz De Río,Rural disperso,531.0,531.0,516.0,15.0,531.0,419.0,112.0,531.0,33.0,498.0,531.0,1.0,526.0,4.0,531.0,9.0,522.0,531.0,4.0,523.0,4.0
15_Boyacá,542_Pesca,Total municipal,2061.0,2061.0,1935.0,126.0,2061.0,1759.0,302.0,2061.0,721.0,1340.0,2061.0,393.0,1660.0,8.0,2061.0,712.0,1349.0,2061.0,97.0,1956.0,8.0
15_Boyacá,542_Pesca,Cabecera,711.0,711.0,703.0,8.0,711.0,708.0,3.0,711.0,703.0,8.0,711.0,386.0,323.0,2.0,711.0,700.0,11.0,711.0,92.0,617.0,2.0
15_Boyacá,542_Pesca,Rural disperso,1350.0,1350.0,1232.0,118.0,1350.0,1051.0,299.0,1350.0,18.0,1332.0,1350.0,7.0,1337.0,6.0,1350.0,12.0,1338.0,1350.0,5.0,1339.0,6.0
15_Boyacá,550_Pisba,Total municipal,498.0,498.0,222.0,276.0,498.0,217.0,281.0,498.0,160.0,338.0,498.0,4.0,488.0,6.0,498.0,159.0,339.0,498.0,23.0,469.0,6.0
15_Boyacá,550_Pisba,Cabecera,165.0,165.0,158.0,7.0,165.0,162.0,3.0,165.0,155.0,10.0,165.0,2.0,160.0,3.0,165.0,158.0,7.0,165.0,22.0,140.0,3.0
15_Boyacá,550_Pisba,Rural disperso,333.0,333.0,64.0,269.0,333.0,55.0,278.0,333.0,5.0,328.0,333.0,2.0,328.0,3.0,333.0,1.0,332.0,333.0,1.0,329.0,3.0
15_Boyacá,572_Puerto Boyacá,Total municipal,14755.0,14755.0,14401.0,354.0,14755.0,13048.0,1707.0,14755.0,12018.0,2737.0,14755.0,8798.0,5898.0,59.0,14755.0,13051.0,1704.0,14755.0,4354.0,10340.0,61.0
15_Boyacá,572_Puerto Boyacá,Cabecera,10615.0,10615.0,10522.0,93.0,10615.0,10345.0,270.0,10615.0,9920.0,695.0,10615.0,8759.0,1801.0,55.0,10615.0,10116.0,499.0,10615.0,3754.0,6805.0,56.0
15_Boyacá,572_Puerto Boyacá,Centro poblado,2268.0,2268.0,2227.0,41.0,2268.0,2200.0,68.0,2268.0,1849.0,419.0,2268.0,24.0,2242.0,2.0,2268.0,2179.0,89.0,2268.0,421.0,1844.0,3.0
15_Boyacá,572_Puerto Boyacá,Rural disperso,1872.0,1872.0,1652.0,220.0,1872.0,503.0,1369.0,1872.0,249.0,1623.0,1872.0,15.0,1855.0,2.0,1872.0,756.0,1116.0,1872.0,179.0,1691.0,2.0
15_Boyacá,580_Quípama,Total municipal,1654.0,1654.0,1388.0,266.0,1654.0,520.0,1134.0,1654.0,499.0,1155.0,1654.0,7.0,1635.0,12.0,1654.0,446.0,1208.0,1654.0,24.0,1618.0,12.0
15_Boyacá,580_Quípama,Cabecera,423.0,423.0,416.0,7.0,423.0,377.0,46.0,423.0,386.0,37.0,423.0,6.0,416.0,1.0,423.0,406.0,17.0,423.0,23.0,399.0,1.0
15_Boyacá,580_Quípama,Centro poblado,163.0,163.0,136.0,27.0,163.0,76.0,87.0,163.0,64.0,99.0,163.0,1.0,162.0,0.0,163.0,1.0,162.0,163.0,0.0,163.0,0.0
15_Boyacá,580_Quípama,Rural disperso,1068.0,1068.0,836.0,232.0,1068.0,67.0,1001.0,1068.0,49.0,1019.0,1068.0,0.0,1057.0,11.0,1068.0,39.0,1029.0,1068.0,1.0,1056.0,11.0
15_Boyacá,599_Ramiriquí,Total municipal,2704.0,2704.0,2664.0,40.0,2704.0,2166.0,538.0,2704.0,1245.0,1459.0,2704.0,877.0,1816.0,11.0,2704.0,1260.0,1444.0,2704.0,389.0,2304.0,11.0
15_Boyacá,599_Ramiriquí,Cabecera,1233.0,1233.0,1230.0,3.0,1233.0,1225.0,8.0,1233.0,1182.0,51.0,1233.0,815.0,409.0,9.0,1233.0,1181.0,52.0,1233.0,339.0,885.0,9.0
15_Boyacá,599_Ramiriquí,Centro poblado,44.0,44.0,44.0,0.0,44.0,33.0,11.0,44.0,26.0,18.0,44.0,25.0,19.0,0.0,44.0,25.0,19.0,44.0,13.0,31.0,0.0
15_Boyacá,599_Ramiriquí,Rural disperso,1427.0,1427.0,1390.0,37.0,1427.0,908.0,519.0,1427.0,37.0,1390.0,1427.0,37.0,1388.0,2.0,1427.0,54.0,1373.0,1427.0,37.0,1388.0,2.0
15_Boyacá,600_Ráquira,Total municipal,2453.0,2453.0,2389.0,64.0,2453.0,1713.0,740.0,2453.0,794.0,1659.0,2453.0,616.0,1832.0,5.0,2453.0,786.0,1667.0,2453.0,117.0,2331.0,5.0
15_Boyacá,600_Ráquira,Cabecera,795.0,795.0,788.0,7.0,795.0,791.0,4.0,795.0,744.0,51.0,795.0,611.0,181.0,3.0,795.0,750.0,45.0,795.0,99.0,693.0,3.0
15_Boyacá,600_Ráquira,Centro poblado,20.0,20.0,20.0,0.0,20.0,18.0,2.0,20.0,17.0,3.0,20.0,0.0,20.0,0.0,20.0,1.0,19.0,20.0,1.0,19.0,0.0
15_Boyacá,600_Ráquira,Rural disperso,1638.0,1638.0,1581.0,57.0,1638.0,904.0,734.0,1638.0,33.0,1605.0,1638.0,5.0,1631.0,2.0,1638.0,35.0,1603.0,1638.0,17.0,1619.0,2.0
15_Boyacá,621_Rondón,Total municipal,878.0,878.0,841.0,37.0,878.0,425.0,453.0,878.0,318.0,560.0,878.0,11.0,848.0,19.0,878.0,282.0,596.0,878.0,22.0,837.0,19.0
15_Boyacá,621_Rondón,Cabecera,234.0,234.0,232.0,2.0,234.0,227.0,7.0,234.0,222.0,12.0,234.0,6.0,219.0,9.0,234.0,220.0,14.0,234.0,11.0,214.0,9.0
15_Boyacá,621_Rondón,Centro poblado,24.0,24.0,24.0,0.0,24.0,20.0,4.0,24.0,17.0,7.0,24.0,0.0,24.0,0.0,24.0,22.0,2.0,24.0,1.0,23.0,0.0
15_Boyacá,621_Rondón,Rural disperso,620.0,620.0,585.0,35.0,620.0,178.0,442.0,620.0,79.0,541.0,620.0,5.0,605.0,10.0,620.0,40.0,580.0,620.0,10.0,600.0,10.0
15_Boyacá,632_Saboyá,Total municipal,3329.0,3329.0,3276.0,53.0,3329.0,2143.0,1186.0,3329.0,298.0,3031.0,3329.0,260.0,3061.0,8.0,3329.0,313.0,3016.0,3329.0,115.0,3204.0,10.0
15_Boyacá,632_Saboyá,Cabecera,289.0,289.0,286.0,3.0,289.0,281.0,8.0,289.0,262.0,27.0,289.0,230.0,58.0,1.0,289.0,263.0,26.0,289.0,58.0,230.0,1.0
15_Boyacá,632_Saboyá,Centro poblado,29.0,29.0,29.0,0.0,29.0,28.0,1.0,29.0,3.0,26.0,29.0,1.0,27.0,1.0,29.0,28.0,1.0,29.0,0.0,28.0,1.0
15_Boyacá,632_Saboyá,Rural disperso,3011.0,3011.0,2961.0,50.0,3011.0,1834.0,1177.0,3011.0,33.0,2978.0,3011.0,29.0,2976.0,6.0,3011.0,22.0,2989.0,3011.0,57.0,2946.0,8.0
15_Boyacá,638_Sáchica,Total municipal,1451.0,1451.0,1366.0,85.0,1451.0,1327.0,124.0,1451.0,760.0,691.0,1451.0,677.0,748.0,26.0,1451.0,791.0,660.0,1451.0,128.0,1297.0,26.0
15_Boyacá,638_Sáchica,Cabecera,760.0,760.0,755.0,5.0,760.0,753.0,7.0,760.0,713.0,47.0,760.0,636.0,106.0,18.0,760.0,735.0,25.0,760.0,124.0,618.0,18.0
15_Boyacá,638_Sáchica,Rural disperso,691.0,691.0,611.0,80.0,691.0,574.0,117.0,691.0,47.0,644.0,691.0,41.0,642.0,8.0,691.0,56.0,635.0,691.0,4.0,679.0,8.0
15_Boyacá,646_Samacá,Total municipal,4869.0,4869.0,4839.0,30.0,4869.0,4293.0,576.0,4869.0,2138.0,2731.0,4869.0,2515.0,2295.0,59.0,4869.0,2097.0,2772.0,4869.0,358.0,4452.0,59.0
15_Boyacá,646_Samacá,Cabecera,2002.0,2002.0,1992.0,10.0,2002.0,1982.0,20.0,2002.0,1962.0,40.0,2002.0,1819.0,132.0,51.0,2002.0,1970.0,32.0,2002.0,331.0,1620.0,51.0
15_Boyacá,646_Samacá,Centro poblado,98.0,98.0,97.0,1.0,98.0,84.0,14.0,98.0,45.0,53.0,98.0,63.0,34.0,1.0,98.0,68.0,30.0,98.0,7.0,90.0,1.0
15_Boyacá,646_Samacá,Rural disperso,2769.0,2769.0,2750.0,19.0,2769.0,2227.0,542.0,2769.0,131.0,2638.0,2769.0,633.0,2129.0,7.0,2769.0,59.0,2710.0,2769.0,20.0,2742.0,7.0
15_Boyacá,660_San Eduardo,Total municipal,581.0,581.0,551.0,30.0,581.0,435.0,146.0,581.0,250.0,331.0,581.0,260.0,319.0,2.0,581.0,255.0,326.0,581.0,30.0,549.0,2.0
15_Boyacá,660_San Eduardo,Cabecera,252.0,252.0,251.0,1.0,252.0,250.0,2.0,252.0,247.0,5.0,252.0,218.0,34.0,0.0,252.0,250.0,2.0,252.0,26.0,226.0,0.0
15_Boyacá,660_San Eduardo,Rural disperso,329.0,329.0,300.0,29.0,329.0,185.0,144.0,329.0,3.0,326.0,329.0,42.0,285.0,2.0,329.0,5.0,324.0,329.0,4.0,323.0,2.0
15_Boyacá,664_San José De Pare,Total municipal,1638.0,1638.0,1600.0,38.0,1638.0,744.0,894.0,1638.0,283.0,1355.0,1638.0,385.0,1250.0,3.0,1638.0,314.0,1324.0,1638.0,44.0,1591.0,3.0
15_Boyacá,664_San José De Pare,Cabecera,327.0,327.0,319.0,8.0,327.0,317.0,10.0,327.0,267.0,60.0,327.0,273.0,52.0,2.0,327.0,294.0,33.0,327.0,41.0,284.0,2.0
15_Boyacá,664_San José De Pare,Rural disperso,1311.0,1311.0,1281.0,30.0,1311.0,427.0,884.0,1311.0,16.0,1295.0,1311.0,112.0,1198.0,1.0,1311.0,20.0,1291.0,1311.0,3.0,1307.0,1.0
15_Boyacá,667_San Luis De Gaceno,Total municipal,1640.0,1640.0,1557.0,83.0,1640.0,942.0,698.0,1640.0,746.0,894.0,1640.0,10.0,1548.0,82.0,1640.0,762.0,878.0,1640.0,125.0,1433.0,82.0
15_Boyacá,667_San Luis De Gaceno,Cabecera,763.0,763.0,755.0,8.0,763.0,759.0,4.0,763.0,737.0,26.0,763.0,9.0,687.0,67.0,763.0,747.0,16.0,763.0,118.0,578.0,67.0
15_Boyacá,667_San Luis De Gaceno,Centro poblado,181.0,181.0,175.0,6.0,181.0,111.0,70.0,181.0,7.0,174.0,181.0,0.0,167.0,14.0,181.0,11.0,170.0,181.0,3.0,164.0,14.0
15_Boyacá,667_San Luis De Gaceno,Rural disperso,696.0,696.0,627.0,69.0,696.0,72.0,624.0,696.0,2.0,694.0,696.0,1.0,694.0,1.0,696.0,4.0,692.0,696.0,4.0,691.0,1.0
15_Boyacá,673_San Mateo,Total municipal,1146.0,1146.0,1111.0,35.0,1146.0,823.0,323.0,1146.0,375.0,771.0,1146.0,76.0,1063.0,7.0,1146.0,373.0,773.0,1146.0,37.0,1102.0,7.0
15_Boyacá,673_San Mateo,Cabecera,378.0,378.0,377.0,1.0,378.0,376.0,2.0,378.0,372.0,6.0,378.0,76.0,299.0,3.0,378.0,373.0,5.0,378.0,37.0,338.0,3.0
15_Boyacá,673_San Mateo,Rural disperso,768.0,768.0,734.0,34.0,768.0,447.0,321.0,768.0,3.0,765.0,768.0,0.0,764.0,4.0,768.0,0.0,768.0,768.0,0.0,764.0,4.0
15_Boyacá,676_San Miguel De Sema,Total municipal,952.0,952.0,916.0,36.0,952.0,541.0,411.0,952.0,139.0,813.0,952.0,6.0,945.0,1.0,952.0,548.0,404.0,952.0,45.0,906.0,1.0
15_Boyacá,676_San Miguel De Sema,Cabecera,132.0,132.0,128.0,4.0,132.0,129.0,3.0,132.0,129.0,3.0,132.0,3.0,129.0,0.0,132.0,131.0,1.0,132.0,21.0,111.0,0.0
15_Boyacá,676_San Miguel De Sema,Rural disperso,820.0,820.0,788.0,32.0,820.0,412.0,408.0,820.0,10.0,810.0,820.0,3.0,816.0,1.0,820.0,417.0,403.0,820.0,24.0,795.0,1.0
15_Boyacá,681_San Pablo De Borbur,Total municipal,1916.0,1916.0,1730.0,186.0,1916.0,584.0,1332.0,1916.0,427.0,1489.0,1916.0,11.0,1898.0,7.0,1916.0,759.0,1157.0,1916.0,58.0,1851.0,7.0
15_Boyacá,681_San Pablo De Borbur,Cabecera,186.0,186.0,186.0,0.0,186.0,185.0,1.0,186.0,182.0,4.0,186.0,0.0,182.0,4.0,186.0,182.0,4.0,186.0,41.0,141.0,4.0
15_Boyacá,681_San Pablo De Borbur,Centro poblado,454.0,454.0,432.0,22.0,454.0,231.0,223.0,454.0,198.0,256.0,454.0,7.0,447.0,0.0,454.0,379.0,75.0,454.0,11.0,443.0,0.0
15_Boyacá,681_San Pablo De Borbur,Rural disperso,1276.0,1276.0,1112.0,164.0,1276.0,168.0,1108.0,1276.0,47.0,1229.0,1276.0,4.0,1269.0,3.0,1276.0,198.0,1078.0,1276.0,6.0,1267.0,3.0
15_Boyacá,686_Santana,Total municipal,2186.0,2186.0,2101.0,85.0,2186.0,1596.0,590.0,2186.0,759.0,1427.0,2186.0,454.0,1722.0,10.0,2186.0,857.0,1329.0,2186.0,141.0,2035.0,10.0
15_Boyacá,686_Santana,Cabecera,766.0,766.0,759.0,7.0,766.0,754.0,12.0,766.0,658.0,108.0,766.0,383.0,381.0,2.0,766.0,735.0,31.0,766.0,128.0,636.0,2.0
15_Boyacá,686_Santana,Centro poblado,75.0,75.0,75.0,0.0,75.0,69.0,6.0,75.0,32.0,43.0,75.0,1.0,74.0,0.0,75.0,61.0,14.0,75.0,2.0,73.0,0.0
15_Boyacá,686_Santana,Rural disperso,1345.0,1345.0,1267.0,78.0,1345.0,773.0,572.0,1345.0,69.0,1276.0,1345.0,70.0,1267.0,8.0,1345.0,61.0,1284.0,1345.0,11.0,1326.0,8.0
15_Boyacá,690_Santa María,Total municipal,1142.0,1142.0,1102.0,40.0,1142.0,739.0,403.0,1142.0,672.0,470.0,1142.0,8.0,1131.0,3.0,1142.0,706.0,436.0,1142.0,188.0,951.0,3.0
15_Boyacá,690_Santa María,Cabecera,720.0,720.0,705.0,15.0,720.0,710.0,10.0,720.0,660.0,60.0,720.0,7.0,710.0,3.0,720.0,699.0,21.0,720.0,186.0,531.0,3.0
15_Boyacá,690_Santa María,Rural disperso,422.0,422.0,397.0,25.0,422.0,29.0,393.0,422.0,12.0,410.0,422.0,1.0,421.0,0.0,422.0,7.0,415.0,422.0,2.0,420.0,0.0
15_Boyacá,693_Santa Rosa De Viterbo,Total municipal,3995.0,3995.0,3949.0,46.0,3995.0,3713.0,282.0,3995.0,2697.0,1298.0,3995.0,2415.0,1556.0,24.0,3995.0,2629.0,1366.0,3995.0,775.0,3195.0,25.0
15_Boyacá,693_Santa Rosa De Viterbo,Cabecera,2676.0,2676.0,2657.0,19.0,2676.0,2663.0,13.0,2676.0,2622.0,54.0,2676.0,2359.0,297.0,20.0,2676.0,2599.0,77.0,2676.0,754.0,1901.0,21.0
15_Boyacá,693_Santa Rosa De Viterbo,Centro poblado,6.0,6.0,6.0,0.0,6.0,3.0,3.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0
15_Boyacá,693_Santa Rosa De Viterbo,Rural disperso,1313.0,1313.0,1286.0,27.0,1313.0,1047.0,266.0,1313.0,75.0,1238.0,1313.0,56.0,1253.0,4.0,1313.0,30.0,1283.0,1313.0,21.0,1288.0,4.0
15_Boyacá,696_Santa Sofía,Total municipal,939.0,939.0,917.0,22.0,939.0,782.0,157.0,939.0,234.0,705.0,939.0,205.0,727.0,7.0,939.0,252.0,687.0,939.0,39.0,893.0,7.0
15_Boyacá,696_Santa Sofía,Cabecera,247.0,247.0,246.0,1.0,247.0,246.0,1.0,247.0,228.0,19.0,247.0,199.0,46.0,2.0,247.0,244.0,3.0,247.0,31.0,214.0,2.0
15_Boyacá,696_Santa Sofía,Rural disperso,692.0,692.0,671.0,21.0,692.0,536.0,156.0,692.0,6.0,686.0,692.0,6.0,681.0,5.0,692.0,8.0,684.0,692.0,8.0,679.0,5.0
15_Boyacá,720_Sativanorte,Total municipal,776.0,776.0,749.0,27.0,776.0,587.0,189.0,776.0,258.0,518.0,776.0,177.0,586.0,13.0,776.0,246.0,530.0,776.0,25.0,738.0,13.0
15_Boyacá,720_Sativanorte,Cabecera,249.0,249.0,244.0,5.0,249.0,248.0,1.0,249.0,244.0,5.0,249.0,176.0,60.0,13.0,249.0,245.0,4.0,249.0,24.0,212.0,13.0
15_Boyacá,720_Sativanorte,Centro poblado,14.0,14.0,14.0,0.0,14.0,14.0,0.0,14.0,12.0,2.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,0.0
15_Boyacá,720_Sativanorte,Rural disperso,513.0,513.0,491.0,22.0,513.0,325.0,188.0,513.0,2.0,511.0,513.0,1.0,512.0,0.0,513.0,1.0,512.0,513.0,1.0,512.0,0.0
15_Boyacá,723_Sativasur,Total municipal,337.0,337.0,329.0,8.0,337.0,288.0,49.0,337.0,91.0,246.0,337.0,1.0,329.0,7.0,337.0,89.0,248.0,337.0,22.0,308.0,7.0
15_Boyacá,723_Sativasur,Cabecera,95.0,95.0,94.0,1.0,95.0,94.0,1.0,95.0,87.0,8.0,95.0,1.0,92.0,2.0,95.0,88.0,7.0,95.0,19.0,74.0,2.0
15_Boyacá,723_Sativasur,Rural disperso,242.0,242.0,235.0,7.0,242.0,194.0,48.0,242.0,4.0,238.0,242.0,0.0,237.0,5.0,242.0,1.0,241.0,242.0,3.0,234.0,5.0
15_Boyacá,740_Siachoque,Total municipal,1897.0,1897.0,1867.0,30.0,1897.0,1574.0,323.0,1897.0,383.0,1514.0,1897.0,316.0,1581.0,0.0,1897.0,360.0,1537.0,1897.0,31.0,1866.0,0.0
15_Boyacá,740_Siachoque,Cabecera,358.0,358.0,351.0,7.0,358.0,356.0,2.0,358.0,353.0,5.0,358.0,303.0,55.0,0.0,358.0,342.0,16.0,358.0,24.0,334.0,0.0
15_Boyacá,740_Siachoque,Rural disperso,1539.0,1539.0,1516.0,23.0,1539.0,1218.0,321.0,1539.0,30.0,1509.0,1539.0,13.0,1526.0,0.0,1539.0,18.0,1521.0,1539.0,7.0,1532.0,0.0
15_Boyacá,753_Soatá,Total municipal,3205.0,3205.0,3173.0,32.0,3205.0,2932.0,273.0,3205.0,2286.0,919.0,3205.0,1816.0,1368.0,21.0,3205.0,2269.0,936.0,3205.0,443.0,2741.0,21.0
15_Boyacá,753_Soatá,Cabecera,2290.0,2290.0,2285.0,5.0,2290.0,2281.0,9.0,2290.0,2268.0,22.0,2290.0,1757.0,512.0,21.0,2290.0,2259.0,31.0,2290.0,431.0,1838.0,21.0
15_Boyacá,753_Soatá,Rural disperso,915.0,915.0,888.0,27.0,915.0,651.0,264.0,915.0,18.0,897.0,915.0,59.0,856.0,0.0,915.0,10.0,905.0,915.0,12.0,903.0,0.0
15_Boyacá,755_Socotá,Total municipal,2220.0,2220.0,2038.0,182.0,2220.0,1130.0,1090.0,2220.0,425.0,1795.0,2220.0,18.0,2189.0,13.0,2220.0,410.0,1810.0,2220.0,31.0,2176.0,13.0
