Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso)",Perosnas en hogares particulares,Sin servicio de energía eléctrica,No tiene,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,No sabe o no responde
08_Atlántico,08573_Puerto Colombia,Rural disperso,888.0,186.0,4.0,384.0,103.0,144.0,20.0,25.0,7.0,15.0
08_Atlántico,08606_Repelón,Total,25467.0,160.0,1816.0,20415.0,2874.0,173.0,10.0,0.0,0.0,19.0
08_Atlántico,08606_Repelón,Cabecera,17560.0,51.0,1246.0,13278.0,2783.0,173.0,10.0,0.0,0.0,19.0
08_Atlántico,08606_Repelón,Centro poblado,7315.0,24.0,466.0,6734.0,91.0,0.0,0.0,0.0,0.0,0.0
08_Atlántico,08606_Repelón,Rural disperso,592.0,85.0,104.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0
08_Atlántico,08634_Sabanagrande,Total,31991.0,386.0,1349.0,21629.0,7945.0,625.0,41.0,13.0,0.0,3.0
08_Atlántico,08634_Sabanagrande,Cabecera,30582.0,206.0,1292.0,20683.0,7755.0,602.0,41.0,0.0,0.0,3.0
08_Atlántico,08634_Sabanagrande,Rural disperso,1409.0,180.0,57.0,946.0,190.0,23.0,0.0,13.0,0.0,0.0
08_Atlántico,08638_Sabanalarga,Total,92283.0,3303.0,690.0,67454.0,14512.0,5935.0,345.0,16.0,5.0,23.0
08_Atlántico,08638_Sabanalarga,Cabecera,68833.0,1858.0,262.0,46380.0,14089.0,5869.0,336.0,16.0,0.0,23.0
08_Atlántico,08638_Sabanalarga,Centro poblado,19552.0,520.0,88.0,18517.0,390.0,28.0,9.0,0.0,0.0,0.0
08_Atlántico,08638_Sabanalarga,Rural disperso,3898.0,925.0,340.0,2557.0,33.0,38.0,0.0,0.0,5.0,0.0
08_Atlántico,08675_Santa Lucía,Total,12650.0,293.0,168.0,11600.0,538.0,29.0,6.0,0.0,0.0,16.0
08_Atlántico,08675_Santa Lucía,Cabecera,10948.0,186.0,60.0,10119.0,538.0,23.0,6.0,0.0,0.0,16.0
08_Atlántico,08675_Santa Lucía,Centro poblado,1391.0,34.0,79.0,1278.0,0.0,0.0,0.0,0.0,0.0,0.0
08_Atlántico,08675_Santa Lucía,Rural disperso,311.0,73.0,29.0,203.0,0.0,6.0,0.0,0.0,0.0,0.0
08_Atlántico,08685_Santo Tomás,Total,28635.0,362.0,723.0,12508.0,12367.0,2161.0,12.0,3.0,9.0,490.0
08_Atlántico,08685_Santo Tomás,Cabecera,27384.0,77.0,571.0,11781.0,12360.0,2156.0,12.0,3.0,9.0,415.0
08_Atlántico,08685_Santo Tomás,Rural disperso,1251.0,285.0,152.0,727.0,7.0,5.0,0.0,0.0,0.0,75.0
08_Atlántico,08758_Soledad,Total,535639.0,2538.0,973.0,295534.0,222381.0,13634.0,244.0,64.0,21.0,250.0
08_Atlántico,08758_Soledad,Cabecera,534786.0,2474.0,950.0,294786.0,222366.0,13634.0,241.0,64.0,21.0,250.0
08_Atlántico,08758_Soledad,Rural disperso,853.0,64.0,23.0,748.0,15.0,0.0,3.0,0.0,0.0,0.0
08_Atlántico,08770_Suan,Total,11607.0,435.0,11.0,7827.0,2609.0,716.0,0.0,8.0,0.0,1.0
08_Atlántico,08770_Suan,Cabecera,11175.0,240.0,11.0,7642.0,2557.0,716.0,0.0,8.0,0.0,1.0
08_Atlántico,08770_Suan,Rural disperso,432.0,195.0,0.0,185.0,52.0,0.0,0.0,0.0,0.0,0.0
08_Atlántico,08832_Tubará,Total,12718.0,912.0,118.0,8879.0,2391.0,121.0,254.0,10.0,21.0,12.0
08_Atlántico,08832_Tubará,Cabecera,6456.0,212.0,25.0,4087.0,2107.0,24.0,0.0,0.0,0.0,1.0
08_Atlántico,08832_Tubará,Centro poblado,3314.0,167.0,14.0,2754.0,100.0,60.0,187.0,10.0,21.0,1.0
08_Atlántico,08832_Tubará,Rural disperso,2948.0,533.0,79.0,2038.0,184.0,37.0,67.0,0.0,0.0,10.0
08_Atlántico,08849_Usiacurí,Total,9543.0,315.0,178.0,6235.0,2638.0,177.0,0.0,0.0,0.0,0.0
08_Atlántico,08849_Usiacurí,Cabecera,8980.0,128.0,139.0,5898.0,2638.0,177.0,0.0,0.0,0.0,0.0
08_Atlántico,08849_Usiacurí,Rural disperso,563.0,187.0,39.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0
"11_Bogotá, D.C.","11001_Bogotá, D.C.",Total,7149540.0,16706.0,4277.0,671690.0,3002092.0,2411701.0,672543.0,211459.0,149073.0,9999.0
"11_Bogotá, D.C.","11001_Bogotá, D.C.",Cabecera,7134442.0,16100.0,4080.0,664716.0,2996597.0,2411006.0,672319.0,211199.0,148510.0,9915.0
"11_Bogotá, D.C.","11001_Bogotá, D.C.",Centro poblado,2525.0,45.0,4.0,711.0,1592.0,132.0,23.0,1.0,7.0,10.0
"11_Bogotá, D.C.","11001_Bogotá, D.C.",Rural disperso,12573.0,561.0,193.0,6263.0,3903.0,563.0,201.0,259.0,556.0,74.0
13_Bolívar,13001_Cartagena De Indias,Total,884084.0,10971.0,4726.0,438558.0,247562.0,126024.0,31846.0,13802.0,9847.0,748.0
13_Bolívar,13001_Cartagena De Indias,Cabecera,797246.0,8084.0,4226.0,359604.0,246255.0,125090.0,31340.0,13174.0,8825.0,648.0
13_Bolívar,13001_Cartagena De Indias,Centro poblado,80741.0,1420.0,447.0,75582.0,993.0,655.0,204.0,502.0,866.0,72.0
13_Bolívar,13001_Cartagena De Indias,Rural disperso,6097.0,1467.0,53.0,3372.0,314.0,279.0,302.0,126.0,156.0,28.0
13_Bolívar,13006_Achí,Total,18864.0,1319.0,134.0,17331.0,34.0,12.0,4.0,0.0,1.0,29.0
13_Bolívar,13006_Achí,Cabecera,4471.0,12.0,82.0,4327.0,32.0,8.0,4.0,0.0,1.0,5.0
13_Bolívar,13006_Achí,Centro poblado,5728.0,186.0,5.0,5531.0,0.0,1.0,0.0,0.0,0.0,5.0
13_Bolívar,13006_Achí,Rural disperso,8665.0,1121.0,47.0,7473.0,2.0,3.0,0.0,0.0,0.0,19.0
13_Bolívar,13030_Altos Del Rosario,Total,9009.0,979.0,406.0,7610.0,4.0,1.0,4.0,0.0,0.0,5.0
13_Bolívar,13030_Altos Del Rosario,Cabecera,3703.0,21.0,20.0,3649.0,3.0,1.0,4.0,0.0,0.0,5.0
13_Bolívar,13030_Altos Del Rosario,Centro poblado,1192.0,13.0,8.0,1171.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13030_Altos Del Rosario,Rural disperso,4114.0,945.0,378.0,2790.0,1.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13042_Arenal,Total,7169.0,1166.0,9.0,5936.0,49.0,4.0,1.0,0.0,0.0,4.0
13_Bolívar,13042_Arenal,Cabecera,4485.0,115.0,9.0,4304.0,48.0,4.0,1.0,0.0,0.0,4.0
13_Bolívar,13042_Arenal,Centro poblado,1585.0,243.0,0.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13042_Arenal,Rural disperso,1099.0,808.0,0.0,290.0,1.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13052_Arjona,Total,67100.0,3183.0,1088.0,52710.0,8849.0,1098.0,113.0,29.0,0.0,30.0
13_Bolívar,13052_Arjona,Cabecera,53799.0,2542.0,1035.0,40765.0,8566.0,738.0,102.0,25.0,0.0,26.0
13_Bolívar,13052_Arjona,Centro poblado,10996.0,129.0,51.0,10523.0,184.0,105.0,0.0,0.0,0.0,4.0
13_Bolívar,13052_Arjona,Rural disperso,2305.0,512.0,2.0,1422.0,99.0,255.0,11.0,4.0,0.0,0.0
13_Bolívar,13062_Arroyohondo,Total,8058.0,235.0,435.0,7327.0,56.0,4.0,0.0,0.0,0.0,1.0
13_Bolívar,13062_Arroyohondo,Cabecera,4710.0,13.0,43.0,4594.0,56.0,3.0,0.0,0.0,0.0,1.0
13_Bolívar,13062_Arroyohondo,Centro poblado,3019.0,89.0,324.0,2605.0,0.0,1.0,0.0,0.0,0.0,0.0
13_Bolívar,13062_Arroyohondo,Rural disperso,329.0,133.0,68.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13074_Barranco De Loba,Total,14435.0,1943.0,16.0,12388.0,78.0,4.0,3.0,0.0,0.0,3.0
13_Bolívar,13074_Barranco De Loba,Cabecera,5681.0,111.0,8.0,5481.0,73.0,3.0,3.0,0.0,0.0,2.0
13_Bolívar,13074_Barranco De Loba,Centro poblado,2666.0,90.0,2.0,2572.0,2.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13074_Barranco De Loba,Rural disperso,6088.0,1742.0,6.0,4335.0,3.0,1.0,0.0,0.0,0.0,1.0
13_Bolívar,13140_Calamar,Total,22202.0,1113.0,28.0,20481.0,466.0,94.0,6.0,0.0,0.0,14.0
13_Bolívar,13140_Calamar,Cabecera,12699.0,393.0,28.0,11740.0,435.0,92.0,0.0,0.0,0.0,11.0
13_Bolívar,13140_Calamar,Centro poblado,9151.0,460.0,0.0,8653.0,31.0,1.0,6.0,0.0,0.0,0.0
13_Bolívar,13140_Calamar,Rural disperso,352.0,260.0,0.0,88.0,0.0,1.0,0.0,0.0,0.0,3.0
13_Bolívar,13160_Cantagallo,Total,6874.0,1354.0,621.0,4654.0,236.0,6.0,0.0,0.0,0.0,3.0
13_Bolívar,13160_Cantagallo,Cabecera,3710.0,50.0,4.0,3417.0,231.0,5.0,0.0,0.0,0.0,3.0
13_Bolívar,13160_Cantagallo,Centro poblado,1086.0,23.0,290.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13160_Cantagallo,Rural disperso,2078.0,1281.0,327.0,464.0,5.0,1.0,0.0,0.0,0.0,0.0
13_Bolívar,13188_Cicuco,Total,13120.0,517.0,918.0,11424.0,257.0,0.0,1.0,0.0,0.0,3.0
13_Bolívar,13188_Cicuco,Cabecera,8676.0,240.0,294.0,7887.0,251.0,0.0,1.0,0.0,0.0,3.0
13_Bolívar,13188_Cicuco,Centro poblado,3976.0,71.0,614.0,3291.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13188_Cicuco,Rural disperso,468.0,206.0,10.0,246.0,6.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13212_Córdoba,Total,14992.0,627.0,21.0,14264.0,63.0,7.0,0.0,0.0,0.0,10.0
13_Bolívar,13212_Córdoba,Cabecera,4173.0,24.0,7.0,4084.0,52.0,2.0,0.0,0.0,0.0,4.0
13_Bolívar,13212_Córdoba,Centro poblado,9647.0,315.0,6.0,9309.0,11.0,0.0,0.0,0.0,0.0,6.0
13_Bolívar,13212_Córdoba,Rural disperso,1172.0,288.0,8.0,871.0,0.0,5.0,0.0,0.0,0.0,0.0
13_Bolívar,13222_Clemencia,Total,13821.0,395.0,215.0,13024.0,172.0,5.0,0.0,0.0,0.0,10.0
13_Bolívar,13222_Clemencia,Cabecera,11709.0,170.0,215.0,11142.0,171.0,5.0,0.0,0.0,0.0,6.0
13_Bolívar,13222_Clemencia,Centro poblado,1095.0,2.0,0.0,1093.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13222_Clemencia,Rural disperso,1017.0,223.0,0.0,789.0,1.0,0.0,0.0,0.0,0.0,4.0
13_Bolívar,13244_El Carmen De Bolívar,Total,67376.0,6330.0,197.0,55437.0,4867.0,464.0,45.0,7.0,5.0,24.0
13_Bolívar,13244_El Carmen De Bolívar,Cabecera,49905.0,311.0,80.0,44136.0,4843.0,460.0,44.0,7.0,5.0,19.0
13_Bolívar,13244_El Carmen De Bolívar,Centro poblado,5981.0,199.0,10.0,5758.0,14.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13244_El Carmen De Bolívar,Rural disperso,11490.0,5820.0,107.0,5543.0,10.0,4.0,1.0,0.0,0.0,5.0
13_Bolívar,13248_El Guamo,Total,7861.0,260.0,12.0,7567.0,21.0,0.0,1.0,0.0,0.0,0.0
13_Bolívar,13248_El Guamo,Cabecera,4093.0,20.0,8.0,4044.0,20.0,0.0,1.0,0.0,0.0,0.0
13_Bolívar,13248_El Guamo,Centro poblado,3520.0,148.0,3.0,3369.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13248_El Guamo,Rural disperso,248.0,92.0,1.0,154.0,1.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13268_El Peñón,Total,7234.0,373.0,9.0,6839.0,4.0,5.0,0.0,0.0,0.0,4.0
13_Bolívar,13268_El Peñón,Cabecera,2736.0,0.0,5.0,2726.0,4.0,0.0,0.0,0.0,0.0,1.0
13_Bolívar,13268_El Peñón,Centro poblado,2938.0,15.0,3.0,2913.0,0.0,4.0,0.0,0.0,0.0,3.0
13_Bolívar,13268_El Peñón,Rural disperso,1560.0,358.0,1.0,1200.0,0.0,1.0,0.0,0.0,0.0,0.0
13_Bolívar,13300_Hatillo De Loba,Total,11770.0,281.0,18.0,11426.0,20.0,0.0,20.0,0.0,0.0,5.0
13_Bolívar,13300_Hatillo De Loba,Cabecera,3142.0,10.0,0.0,3113.0,15.0,0.0,4.0,0.0,0.0,0.0
13_Bolívar,13300_Hatillo De Loba,Centro poblado,7183.0,69.0,18.0,7076.0,5.0,0.0,11.0,0.0,0.0,4.0
13_Bolívar,13300_Hatillo De Loba,Rural disperso,1445.0,202.0,0.0,1237.0,0.0,0.0,5.0,0.0,0.0,1.0
13_Bolívar,13430_Magangué,Total,127471.0,3537.0,431.0,103609.0,19372.0,376.0,51.0,25.0,12.0,58.0
13_Bolívar,13430_Magangué,Cabecera,87672.0,1007.0,305.0,67008.0,18872.0,363.0,48.0,16.0,12.0,41.0
13_Bolívar,13430_Magangué,Centro poblado,35025.0,1533.0,106.0,32917.0,448.0,3.0,3.0,9.0,0.0,6.0
13_Bolívar,13430_Magangué,Rural disperso,4774.0,997.0,20.0,3684.0,52.0,10.0,0.0,0.0,0.0,11.0
13_Bolívar,13433_Mahates,Total,25772.0,1013.0,79.0,24407.0,249.0,11.0,0.0,10.0,0.0,3.0
13_Bolívar,13433_Mahates,Cabecera,10267.0,252.0,4.0,9831.0,160.0,11.0,0.0,7.0,0.0,2.0
13_Bolívar,13433_Mahates,Centro poblado,13144.0,121.0,5.0,12935.0,80.0,0.0,0.0,3.0,0.0,0.0
13_Bolívar,13433_Mahates,Rural disperso,2361.0,640.0,70.0,1641.0,9.0,0.0,0.0,0.0,0.0,1.0
13_Bolívar,13440_Margarita,Total,9720.0,937.0,9.0,8694.0,48.0,23.0,9.0,0.0,0.0,0.0
13_Bolívar,13440_Margarita,Cabecera,1595.0,37.0,5.0,1510.0,35.0,8.0,0.0,0.0,0.0,0.0
13_Bolívar,13440_Margarita,Centro poblado,4969.0,138.0,3.0,4813.0,8.0,2.0,5.0,0.0,0.0,0.0
13_Bolívar,13440_Margarita,Rural disperso,3156.0,762.0,1.0,2371.0,5.0,13.0,4.0,0.0,0.0,0.0
13_Bolívar,13442_María La Baja,Total,45321.0,2305.0,50.0,41039.0,1889.0,17.0,12.0,7.0,0.0,2.0
13_Bolívar,13442_María La Baja,Cabecera,20191.0,715.0,39.0,17546.0,1858.0,14.0,11.0,7.0,0.0,1.0
13_Bolívar,13442_María La Baja,Centro poblado,21534.0,760.0,8.0,20742.0,22.0,0.0,1.0,0.0,0.0,1.0
13_Bolívar,13442_María La Baja,Rural disperso,3596.0,830.0,3.0,2751.0,9.0,3.0,0.0,0.0,0.0,0.0
13_Bolívar,13458_Montecristo,Total,13470.0,4660.0,481.0,8318.0,2.0,5.0,0.0,0.0,0.0,4.0
13_Bolívar,13458_Montecristo,Cabecera,3665.0,158.0,24.0,3474.0,0.0,5.0,0.0,0.0,0.0,4.0
13_Bolívar,13458_Montecristo,Centro poblado,2517.0,134.0,31.0,2352.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13458_Montecristo,Rural disperso,7288.0,4368.0,426.0,2492.0,2.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13468_Mompós,Total,43209.0,302.0,1009.0,37467.0,3771.0,581.0,55.0,6.0,1.0,17.0
13_Bolívar,13468_Mompós,Cabecera,22304.0,67.0,341.0,17565.0,3715.0,580.0,15.0,6.0,1.0,14.0
13_Bolívar,13468_Mompós,Centro poblado,16871.0,70.0,395.0,16353.0,21.0,0.0,32.0,0.0,0.0,0.0
13_Bolívar,13468_Mompós,Rural disperso,4034.0,165.0,273.0,3549.0,35.0,1.0,8.0,0.0,0.0,3.0
13_Bolívar,13473_Morales,Total,18678.0,7005.0,173.0,10705.0,774.0,13.0,7.0,0.0,0.0,1.0
13_Bolívar,13473_Morales,Cabecera,5924.0,617.0,1.0,4533.0,757.0,8.0,7.0,0.0,0.0,1.0
13_Bolívar,13473_Morales,Centro poblado,3618.0,336.0,29.0,3252.0,1.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13473_Morales,Rural disperso,9136.0,6052.0,143.0,2920.0,16.0,5.0,0.0,0.0,0.0,0.0
13_Bolívar,13490_Norosí,Total,7888.0,2993.0,19.0,4864.0,0.0,8.0,0.0,0.0,0.0,4.0
13_Bolívar,13490_Norosí,Cabecera,2020.0,47.0,8.0,1957.0,0.0,8.0,0.0,0.0,0.0,0.0
13_Bolívar,13490_Norosí,Centro poblado,1167.0,28.0,5.0,1130.0,0.0,0.0,0.0,0.0,0.0,4.0
13_Bolívar,13490_Norosí,Rural disperso,4701.0,2918.0,6.0,1777.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13549_Pinillos,Total,23349.0,4387.0,49.0,18846.0,43.0,2.0,3.0,0.0,0.0,19.0
13_Bolívar,13549_Pinillos,Cabecera,3469.0,140.0,23.0,3267.0,28.0,1.0,3.0,0.0,0.0,7.0
13_Bolívar,13549_Pinillos,Centro poblado,12529.0,1396.0,17.0,11089.0,15.0,0.0,0.0,0.0,0.0,12.0
13_Bolívar,13549_Pinillos,Rural disperso,7351.0,2851.0,9.0,4490.0,0.0,1.0,0.0,0.0,0.0,0.0
13_Bolívar,13580_Regidor,Total,5335.0,345.0,22.0,4942.0,8.0,12.0,0.0,0.0,0.0,6.0
13_Bolívar,13580_Regidor,Cabecera,3175.0,10.0,12.0,3131.0,8.0,8.0,0.0,0.0,0.0,6.0
13_Bolívar,13580_Regidor,Centro poblado,1651.0,115.0,5.0,1531.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13580_Regidor,Rural disperso,509.0,220.0,5.0,280.0,0.0,4.0,0.0,0.0,0.0,0.0
13_Bolívar,13600_Río Viejo,Total,8125.0,1702.0,21.0,6313.0,87.0,0.0,1.0,0.0,0.0,1.0
13_Bolívar,13600_Río Viejo,Cabecera,4422.0,126.0,21.0,4190.0,84.0,0.0,1.0,0.0,0.0,0.0
13_Bolívar,13600_Río Viejo,Centro poblado,1400.0,28.0,0.0,1369.0,3.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13600_Río Viejo,Rural disperso,2303.0,1548.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,1.0
13_Bolívar,13620_San Cristóbal,Total,7454.0,120.0,18.0,7257.0,57.0,0.0,1.0,0.0,0.0,1.0
13_Bolívar,13620_San Cristóbal,Cabecera,5715.0,41.0,5.0,5611.0,56.0,0.0,1.0,0.0,0.0,1.0
13_Bolívar,13620_San Cristóbal,Centro poblado,1609.0,51.0,10.0,1547.0,1.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13620_San Cristóbal,Rural disperso,130.0,28.0,3.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13647_San Estanislao,Total,16518.0,398.0,279.0,14078.0,1696.0,55.0,9.0,0.0,0.0,3.0
13_Bolívar,13647_San Estanislao,Cabecera,11332.0,117.0,180.0,9374.0,1602.0,55.0,1.0,0.0,0.0,3.0
13_Bolívar,13647_San Estanislao,Centro poblado,4695.0,67.0,69.0,4467.0,84.0,0.0,8.0,0.0,0.0,0.0
13_Bolívar,13647_San Estanislao,Rural disperso,491.0,214.0,30.0,237.0,10.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13650_San Fernando,Total,9776.0,1098.0,1.0,8550.0,123.0,0.0,0.0,0.0,0.0,4.0
13_Bolívar,13650_San Fernando,Cabecera,1874.0,21.0,0.0,1746.0,106.0,0.0,0.0,0.0,0.0,1.0
13_Bolívar,13650_San Fernando,Centro poblado,4816.0,52.0,0.0,4744.0,17.0,0.0,0.0,0.0,0.0,3.0
13_Bolívar,13650_San Fernando,Rural disperso,3086.0,1025.0,1.0,2060.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13654_San Jacinto,Total,23551.0,747.0,641.0,20803.0,1302.0,49.0,3.0,3.0,0.0,3.0
13_Bolívar,13654_San Jacinto,Cabecera,20602.0,148.0,1.0,19107.0,1300.0,37.0,3.0,3.0,0.0,3.0
13_Bolívar,13654_San Jacinto,Centro poblado,1561.0,43.0,422.0,1096.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13654_San Jacinto,Rural disperso,1388.0,556.0,218.0,600.0,2.0,12.0,0.0,0.0,0.0,0.0
13_Bolívar,13655_San Jacinto Del Cauca,Total,8079.0,301.0,90.0,7660.0,14.0,4.0,0.0,0.0,0.0,10.0
13_Bolívar,13655_San Jacinto Del Cauca,Cabecera,2321.0,39.0,3.0,2262.0,9.0,3.0,0.0,0.0,0.0,5.0
13_Bolívar,13655_San Jacinto Del Cauca,Centro poblado,2308.0,12.0,34.0,2257.0,1.0,1.0,0.0,0.0,0.0,3.0
13_Bolívar,13655_San Jacinto Del Cauca,Rural disperso,3450.0,250.0,53.0,3141.0,4.0,0.0,0.0,0.0,0.0,2.0
13_Bolívar,13657_San Juan Nepomuceno,Total,35412.0,1500.0,14.0,26200.0,7606.0,66.0,2.0,1.0,3.0,20.0
13_Bolívar,13657_San Juan Nepomuceno,Cabecera,26412.0,348.0,5.0,18425.0,7559.0,50.0,2.0,1.0,3.0,19.0
13_Bolívar,13657_San Juan Nepomuceno,Centro poblado,7155.0,16.0,5.0,7120.0,12.0,2.0,0.0,0.0,0.0,0.0
13_Bolívar,13657_San Juan Nepomuceno,Rural disperso,1845.0,1136.0,4.0,655.0,35.0,14.0,0.0,0.0,0.0,1.0
13_Bolívar,13667_San Martín De Loba,Total,14501.0,2414.0,50.0,11913.0,106.0,9.0,5.0,0.0,0.0,4.0
13_Bolívar,13667_San Martín De Loba,Cabecera,7032.0,125.0,14.0,6785.0,93.0,9.0,5.0,0.0,0.0,1.0
13_Bolívar,13667_San Martín De Loba,Centro poblado,4649.0,184.0,34.0,4415.0,13.0,0.0,0.0,0.0,0.0,3.0
13_Bolívar,13667_San Martín De Loba,Rural disperso,2820.0,2105.0,2.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13670_San Pablo,Total,24520.0,1516.0,40.0,22365.0,552.0,28.0,2.0,1.0,0.0,16.0
13_Bolívar,13670_San Pablo,Cabecera,18845.0,98.0,35.0,18121.0,544.0,28.0,2.0,1.0,0.0,16.0
13_Bolívar,13670_San Pablo,Centro poblado,2544.0,307.0,0.0,2230.0,7.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13670_San Pablo,Rural disperso,3131.0,1111.0,5.0,2014.0,1.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13673_Santa Catalina,Total,14039.0,1102.0,72.0,12782.0,63.0,4.0,12.0,0.0,0.0,4.0
13_Bolívar,13673_Santa Catalina,Cabecera,5340.0,320.0,6.0,4946.0,56.0,4.0,8.0,0.0,0.0,0.0
13_Bolívar,13673_Santa Catalina,Centro poblado,8064.0,488.0,59.0,7511.0,2.0,0.0,0.0,0.0,0.0,4.0
13_Bolívar,13673_Santa Catalina,Rural disperso,635.0,294.0,7.0,325.0,5.0,0.0,4.0,0.0,0.0,0.0
13_Bolívar,13683_Santa Rosa,Total,18375.0,1067.0,0.0,16932.0,354.0,8.0,8.0,0.0,0.0,6.0
13_Bolívar,13683_Santa Rosa,Cabecera,17099.0,846.0,0.0,15896.0,335.0,8.0,8.0,0.0,0.0,6.0
13_Bolívar,13683_Santa Rosa,Rural disperso,1276.0,221.0,0.0,1036.0,19.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13688_Santa Rosa Del Sur,Total,27284.0,6526.0,375.0,17861.0,2338.0,148.0,6.0,6.0,0.0,24.0
13_Bolívar,13688_Santa Rosa Del Sur,Cabecera,16912.0,286.0,129.0,13990.0,2328.0,145.0,6.0,6.0,0.0,22.0
13_Bolívar,13688_Santa Rosa Del Sur,Centro poblado,2949.0,155.0,111.0,2672.0,9.0,1.0,0.0,0.0,0.0,1.0
13_Bolívar,13688_Santa Rosa Del Sur,Rural disperso,7423.0,6085.0,135.0,1199.0,1.0,2.0,0.0,0.0,0.0,1.0
13_Bolívar,13744_Simití,Total,15264.0,3155.0,80.0,11302.0,694.0,11.0,2.0,1.0,0.0,19.0
13_Bolívar,13744_Simití,Cabecera,5639.0,109.0,60.0,4783.0,662.0,11.0,2.0,1.0,0.0,11.0
13_Bolívar,13744_Simití,Centro poblado,5610.0,441.0,3.0,5157.0,1.0,0.0,0.0,0.0,0.0,8.0
13_Bolívar,13744_Simití,Rural disperso,4015.0,2605.0,17.0,1362.0,31.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13760_Soplaviento,Total,9187.0,194.0,45.0,8310.0,610.0,23.0,0.0,0.0,0.0,5.0
13_Bolívar,13760_Soplaviento,Cabecera,9068.0,115.0,45.0,8270.0,610.0,23.0,0.0,0.0,0.0,5.0
13_Bolívar,13760_Soplaviento,Rural disperso,119.0,79.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13780_Talaigua Nuevo,Total,12845.0,774.0,13.0,11699.0,334.0,18.0,4.0,0.0,0.0,3.0
13_Bolívar,13780_Talaigua Nuevo,Cabecera,6062.0,76.0,6.0,5656.0,303.0,18.0,0.0,0.0,0.0,3.0
13_Bolívar,13780_Talaigua Nuevo,Centro poblado,5581.0,140.0,5.0,5407.0,25.0,0.0,4.0,0.0,0.0,0.0
13_Bolívar,13780_Talaigua Nuevo,Rural disperso,1202.0,558.0,2.0,636.0,6.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13810_Tiquisio,Total,17918.0,5059.0,269.0,12542.0,34.0,6.0,0.0,0.0,0.0,8.0
13_Bolívar,13810_Tiquisio,Cabecera,6130.0,100.0,249.0,5746.0,22.0,6.0,0.0,0.0,0.0,7.0
13_Bolívar,13810_Tiquisio,Centro poblado,4517.0,78.0,14.0,4412.0,12.0,0.0,0.0,0.0,0.0,1.0
13_Bolívar,13810_Tiquisio,Rural disperso,7271.0,4881.0,6.0,2384.0,0.0,0.0,0.0,0.0,0.0,0.0
13_Bolívar,13836_Turbaco,Total,98380.0,1223.0,334.0,42026.0,47644.0,3813.0,3212.0,30.0,41.0,57.0
13_Bolívar,13836_Turbaco,Cabecera,91794.0,653.0,116.0,36876.0,47369.0,3559.0,3117.0,24.0,26.0,54.0
13_Bolívar,13836_Turbaco,Centro poblado,3363.0,33.0,185.0,2914.0,82.0,108.0,24.0,6.0,11.0,0.0
13_Bolívar,13836_Turbaco,Rural disperso,3223.0,537.0,33.0,2236.0,193.0,146.0,71.0,0.0,4.0,3.0
13_Bolívar,13838_Turbaná,Total,15544.0,666.0,40.0,12468.0,2288.0,55.0,21.0,0.0,0.0,6.0
13_Bolívar,13838_Turbaná,Cabecera,12022.0,367.0,34.0,9387.0,2202.0,31.0,0.0,0.0,0.0,1.0
13_Bolívar,13838_Turbaná,Centro poblado,2296.0,196.0,5.0,2041.0,50.0,0.0,4.0,0.0,0.0,0.0
