Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso) y tipo de vivienda",Total,"Bloque, ladrillo, piedra, madera pulida",Concreto vaciado,Material prefabricado,Guadua,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablón","Caña, esterilla, otros vegetales","Materiales de desecho (Zinc, tela, cartón, latas, plásticos, otros)",Sin paredes
15_Boyacá,001_Tunja,Apartamento,23802.0,22490.0,1028.0,210.0,2.0,66.0,4.0,0.0,2.0,0.0
15_Boyacá,001_Tunja,Tipo cuarto,1322.0,1193.0,47.0,15.0,0.0,57.0,6.0,0.0,4.0,0.0
15_Boyacá,001_Tunja,Vivienda tradicional indígena,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15_Boyacá,001_Tunja,Vivienda tradicional étnica,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,001_Tunja,Otro tipo de vivienda (1),33.0,18.0,2.0,2.0,0.0,0.0,2.0,0.0,9.0,0.0
15_Boyacá,022_Almeida,Total,664.0,467.0,1.0,28.0,0.0,139.0,24.0,1.0,3.0,1.0
15_Boyacá,022_Almeida,Casa,655.0,461.0,0.0,28.0,0.0,139.0,24.0,1.0,2.0,0.0
15_Boyacá,022_Almeida,Apartamento,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,022_Almeida,Tipo cuarto,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,022_Almeida,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,047_Aquitania,Total,4182.0,3507.0,102.0,38.0,1.0,346.0,182.0,1.0,4.0,1.0
15_Boyacá,047_Aquitania,Casa,3899.0,3269.0,96.0,16.0,1.0,337.0,177.0,1.0,2.0,0.0
15_Boyacá,047_Aquitania,Apartamento,242.0,214.0,3.0,21.0,0.0,2.0,2.0,0.0,0.0,0.0
15_Boyacá,047_Aquitania,Tipo cuarto,32.0,22.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0
15_Boyacá,047_Aquitania,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,047_Aquitania,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,047_Aquitania,Otro tipo de vivienda (1),7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
15_Boyacá,051_Arcabuco,Total,1811.0,1131.0,518.0,25.0,0.0,123.0,7.0,0.0,7.0,0.0
15_Boyacá,051_Arcabuco,Casa,1402.0,784.0,466.0,23.0,0.0,119.0,7.0,0.0,3.0,0.0
15_Boyacá,051_Arcabuco,Apartamento,252.0,228.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,051_Arcabuco,Tipo cuarto,155.0,118.0,28.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0
15_Boyacá,051_Arcabuco,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,087_Belén,Total,2357.0,1951.0,10.0,7.0,0.0,381.0,3.0,1.0,4.0,0.0
15_Boyacá,087_Belén,Casa,1950.0,1562.0,7.0,7.0,0.0,370.0,3.0,0.0,1.0,0.0
15_Boyacá,087_Belén,Apartamento,358.0,354.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
15_Boyacá,087_Belén,Tipo cuarto,44.0,34.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
15_Boyacá,087_Belén,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15_Boyacá,087_Belén,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,087_Belén,Otro tipo de vivienda (1),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
15_Boyacá,090_Berbeo,Total,550.0,286.0,7.0,6.0,0.0,134.0,116.0,0.0,1.0,0.0
15_Boyacá,090_Berbeo,Casa,544.0,282.0,7.0,6.0,0.0,133.0,116.0,0.0,0.0,0.0
15_Boyacá,090_Berbeo,Apartamento,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,090_Berbeo,Tipo cuarto,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,092_Betéitiva,Total,650.0,349.0,1.0,2.0,0.0,296.0,1.0,0.0,1.0,0.0
15_Boyacá,092_Betéitiva,Casa,643.0,343.0,1.0,2.0,0.0,295.0,1.0,0.0,1.0,0.0
15_Boyacá,092_Betéitiva,Apartamento,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,092_Betéitiva,Tipo cuarto,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,092_Betéitiva,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,097_Boavita,Total,1647.0,844.0,4.0,2.0,2.0,786.0,6.0,1.0,2.0,0.0
15_Boyacá,097_Boavita,Casa,1587.0,796.0,4.0,2.0,1.0,777.0,6.0,0.0,1.0,0.0
15_Boyacá,097_Boavita,Apartamento,36.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,097_Boavita,Tipo cuarto,22.0,13.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0
15_Boyacá,097_Boavita,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,097_Boavita,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,104_Boyacá,Total,1518.0,1307.0,27.0,7.0,1.0,152.0,19.0,4.0,1.0,0.0
15_Boyacá,104_Boyacá,Casa,1476.0,1269.0,26.0,7.0,1.0,150.0,18.0,4.0,1.0,0.0
15_Boyacá,104_Boyacá,Apartamento,30.0,27.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15_Boyacá,104_Boyacá,Tipo cuarto,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,104_Boyacá,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,104_Boyacá,Otro tipo de vivienda (1),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,106_Briceño,Total,678.0,370.0,5.0,2.0,1.0,28.0,268.0,4.0,0.0,0.0
15_Boyacá,106_Briceño,Casa,653.0,349.0,4.0,2.0,1.0,28.0,265.0,4.0,0.0,0.0
15_Boyacá,106_Briceño,Apartamento,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,106_Briceño,Tipo cuarto,14.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,106_Briceño,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,106_Briceño,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,109_Buenavista,Total,1504.0,1016.0,7.0,11.0,3.0,312.0,154.0,0.0,1.0,0.0
15_Boyacá,109_Buenavista,Casa,1407.0,922.0,7.0,11.0,3.0,309.0,154.0,0.0,1.0,0.0
15_Boyacá,109_Buenavista,Apartamento,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,109_Buenavista,Tipo cuarto,27.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,109_Buenavista,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,114_Busbanzá,Total,264.0,164.0,5.0,1.0,0.0,93.0,1.0,0.0,0.0,0.0
15_Boyacá,114_Busbanzá,Casa,260.0,161.0,4.0,1.0,0.0,93.0,1.0,0.0,0.0,0.0
15_Boyacá,114_Busbanzá,Apartamento,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,114_Busbanzá,Tipo cuarto,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,131_Caldas,Total,995.0,765.0,8.0,1.0,0.0,193.0,24.0,0.0,4.0,0.0
15_Boyacá,131_Caldas,Casa,982.0,757.0,6.0,1.0,0.0,191.0,24.0,0.0,3.0,0.0
15_Boyacá,131_Caldas,Apartamento,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,131_Caldas,Tipo cuarto,9.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
15_Boyacá,131_Caldas,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,135_Campohermoso,Total,946.0,476.0,10.0,23.0,0.0,247.0,186.0,2.0,2.0,0.0
15_Boyacá,135_Campohermoso,Casa,911.0,445.0,9.0,23.0,0.0,245.0,186.0,2.0,1.0,0.0
15_Boyacá,135_Campohermoso,Apartamento,18.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,135_Campohermoso,Tipo cuarto,16.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,135_Campohermoso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,162_Cerinza,Total,1200.0,1043.0,19.0,1.0,0.0,133.0,4.0,0.0,0.0,0.0
15_Boyacá,162_Cerinza,Casa,1129.0,976.0,19.0,1.0,0.0,129.0,4.0,0.0,0.0,0.0
15_Boyacá,162_Cerinza,Apartamento,54.0,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,162_Cerinza,Tipo cuarto,16.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,162_Cerinza,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,172_Chinavita,Total,1079.0,875.0,44.0,17.0,0.0,109.0,30.0,1.0,3.0,0.0
15_Boyacá,172_Chinavita,Casa,1055.0,854.0,43.0,16.0,0.0,108.0,30.0,1.0,3.0,0.0
15_Boyacá,172_Chinavita,Apartamento,9.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,172_Chinavita,Tipo cuarto,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,176_Chiquinquirá,Total,15980.0,15125.0,278.0,117.0,4.0,310.0,133.0,2.0,10.0,1.0
15_Boyacá,176_Chiquinquirá,Casa,8971.0,8387.0,102.0,64.0,4.0,276.0,127.0,2.0,9.0,0.0
15_Boyacá,176_Chiquinquirá,Apartamento,6509.0,6280.0,157.0,52.0,0.0,18.0,2.0,0.0,0.0,0.0
15_Boyacá,176_Chiquinquirá,Tipo cuarto,487.0,451.0,18.0,1.0,0.0,15.0,2.0,0.0,0.0,0.0
15_Boyacá,176_Chiquinquirá,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,176_Chiquinquirá,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,176_Chiquinquirá,Otro tipo de vivienda (1),11.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
15_Boyacá,180_Chiscas,Total,1210.0,375.0,9.0,6.0,1.0,788.0,27.0,3.0,1.0,0.0
15_Boyacá,180_Chiscas,Casa,1153.0,348.0,8.0,6.0,1.0,766.0,21.0,2.0,1.0,0.0
15_Boyacá,180_Chiscas,Apartamento,25.0,22.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,180_Chiscas,Tipo cuarto,30.0,5.0,0.0,0.0,0.0,19.0,5.0,1.0,0.0,0.0
15_Boyacá,180_Chiscas,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,180_Chiscas,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,183_Chita,Total,2426.0,738.0,9.0,23.0,1.0,1437.0,210.0,1.0,6.0,1.0
15_Boyacá,183_Chita,Casa,2326.0,663.0,7.0,23.0,1.0,1418.0,207.0,1.0,6.0,0.0
15_Boyacá,183_Chita,Apartamento,67.0,62.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
15_Boyacá,183_Chita,Tipo cuarto,30.0,12.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0
15_Boyacá,183_Chita,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,183_Chita,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,183_Chita,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,185_Chitaraque,Total,1663.0,1328.0,4.0,5.0,38.0,60.0,219.0,3.0,6.0,0.0
15_Boyacá,185_Chitaraque,Casa,1533.0,1201.0,3.0,5.0,38.0,59.0,219.0,3.0,5.0,0.0
15_Boyacá,185_Chitaraque,Apartamento,105.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,185_Chitaraque,Tipo cuarto,24.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,185_Chitaraque,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,187_Chivatá,Total,829.0,667.0,4.0,0.0,1.0,149.0,6.0,0.0,2.0,0.0
15_Boyacá,187_Chivatá,Casa,753.0,596.0,2.0,0.0,1.0,147.0,6.0,0.0,1.0,0.0
15_Boyacá,187_Chivatá,Apartamento,44.0,41.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,187_Chivatá,Tipo cuarto,30.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,187_Chivatá,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,189_Ciénega,Total,1381.0,1225.0,5.0,3.0,0.0,138.0,10.0,0.0,0.0,0.0
15_Boyacá,189_Ciénega,Casa,1362.0,1210.0,5.0,3.0,0.0,134.0,10.0,0.0,0.0,0.0
15_Boyacá,189_Ciénega,Apartamento,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,189_Ciénega,Tipo cuarto,8.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
15_Boyacá,189_Ciénega,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,189_Ciénega,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,204_Cómbita,Total,2804.0,2523.0,10.0,15.0,0.0,252.0,3.0,0.0,1.0,0.0
15_Boyacá,204_Cómbita,Casa,2650.0,2379.0,8.0,15.0,0.0,244.0,3.0,0.0,1.0,0.0
15_Boyacá,204_Cómbita,Apartamento,121.0,118.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,204_Cómbita,Tipo cuarto,31.0,24.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
15_Boyacá,204_Cómbita,Otro tipo de vivienda (1),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,212_Coper,Total,1134.0,854.0,75.0,14.0,1.0,30.0,157.0,2.0,1.0,0.0
15_Boyacá,212_Coper,Casa,1106.0,838.0,66.0,14.0,1.0,28.0,156.0,2.0,1.0,0.0
15_Boyacá,212_Coper,Apartamento,22.0,11.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15_Boyacá,212_Coper,Tipo cuarto,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,215_Corrales,Total,713.0,425.0,0.0,1.0,0.0,286.0,1.0,0.0,0.0,0.0
15_Boyacá,215_Corrales,Casa,695.0,412.0,0.0,1.0,0.0,282.0,0.0,0.0,0.0,0.0
15_Boyacá,215_Corrales,Apartamento,11.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,215_Corrales,Tipo cuarto,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,215_Corrales,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,218_Covarachía,Total,851.0,443.0,0.0,2.0,0.0,404.0,0.0,0.0,2.0,0.0
15_Boyacá,218_Covarachía,Casa,801.0,416.0,0.0,2.0,0.0,383.0,0.0,0.0,0.0,0.0
15_Boyacá,218_Covarachía,Apartamento,13.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,218_Covarachía,Tipo cuarto,34.0,15.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0
15_Boyacá,218_Covarachía,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,218_Covarachía,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15_Boyacá,223_Cubará,Total,2567.0,959.0,14.0,2.0,6.0,5.0,527.0,1000.0,49.0,5.0
15_Boyacá,223_Cubará,Casa,1240.0,868.0,14.0,2.0,0.0,4.0,285.0,26.0,41.0,0.0
15_Boyacá,223_Cubará,Apartamento,69.0,64.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
15_Boyacá,223_Cubará,Tipo cuarto,30.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
15_Boyacá,223_Cubará,Vivienda tradicional indígena,1204.0,1.0,0.0,0.0,6.0,1.0,230.0,959.0,2.0,5.0
15_Boyacá,223_Cubará,Vivienda tradicional étnica,20.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0
15_Boyacá,223_Cubará,Otro tipo de vivienda (1),4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
15_Boyacá,224_Cucaita,Total,969.0,790.0,4.0,5.0,0.0,167.0,2.0,0.0,1.0,0.0
15_Boyacá,224_Cucaita,Casa,942.0,765.0,4.0,5.0,0.0,165.0,2.0,0.0,1.0,0.0
15_Boyacá,224_Cucaita,Apartamento,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,224_Cucaita,Tipo cuarto,12.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,224_Cucaita,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,226_Cuítiva,Total,588.0,408.0,45.0,8.0,0.0,119.0,8.0,0.0,0.0,0.0
15_Boyacá,226_Cuítiva,Casa,576.0,401.0,45.0,7.0,0.0,115.0,8.0,0.0,0.0,0.0
15_Boyacá,226_Cuítiva,Apartamento,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,226_Cuítiva,Tipo cuarto,7.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
15_Boyacá,226_Cuítiva,Otro tipo de vivienda (1),4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,232_Chíquiza,Total,1291.0,1180.0,8.0,2.0,0.0,98.0,1.0,0.0,2.0,0.0
15_Boyacá,232_Chíquiza,Casa,1263.0,1152.0,8.0,2.0,0.0,98.0,1.0,0.0,2.0,0.0
15_Boyacá,232_Chíquiza,Apartamento,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,232_Chíquiza,Tipo cuarto,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,236_Chivor,Total,579.0,373.0,3.0,5.0,0.0,94.0,99.0,0.0,5.0,0.0
15_Boyacá,236_Chivor,Casa,555.0,351.0,3.0,5.0,0.0,93.0,98.0,0.0,5.0,0.0
15_Boyacá,236_Chivor,Apartamento,10.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,236_Chivor,Tipo cuarto,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,236_Chivor,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,236_Chivor,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,238_Duitama,Total,38298.0,36841.0,568.0,181.0,3.0,609.0,76.0,4.0,14.0,2.0
15_Boyacá,238_Duitama,Casa,18619.0,17666.0,200.0,112.0,1.0,567.0,63.0,2.0,8.0,0.0
15_Boyacá,238_Duitama,Apartamento,18722.0,18278.0,351.0,64.0,1.0,19.0,5.0,1.0,3.0,0.0
15_Boyacá,238_Duitama,Tipo cuarto,939.0,892.0,15.0,4.0,1.0,19.0,6.0,0.0,2.0,0.0
15_Boyacá,238_Duitama,Vivienda tradicional indígena,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,238_Duitama,Otro tipo de vivienda (1),16.0,4.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0
15_Boyacá,244_El Cocuy,Total,1214.0,449.0,12.0,2.0,1.0,710.0,14.0,22.0,4.0,0.0
15_Boyacá,244_El Cocuy,Casa,1166.0,429.0,9.0,2.0,1.0,697.0,13.0,14.0,1.0,0.0
15_Boyacá,244_El Cocuy,Apartamento,13.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,244_El Cocuy,Tipo cuarto,25.0,7.0,2.0,0.0,0.0,12.0,0.0,3.0,1.0,0.0
15_Boyacá,244_El Cocuy,Vivienda tradicional indígena,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
15_Boyacá,244_El Cocuy,Otro tipo de vivienda (1),4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
15_Boyacá,248_El Espino,Total,913.0,547.0,16.0,0.0,0.0,344.0,5.0,1.0,0.0,0.0
15_Boyacá,248_El Espino,Casa,878.0,519.0,13.0,0.0,0.0,341.0,4.0,1.0,0.0,0.0
15_Boyacá,248_El Espino,Apartamento,22.0,18.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
15_Boyacá,248_El Espino,Tipo cuarto,12.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,248_El Espino,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,272_Firavitoba,Total,2094.0,1753.0,7.0,10.0,0.0,308.0,12.0,0.0,4.0,0.0
15_Boyacá,272_Firavitoba,Casa,1827.0,1498.0,6.0,10.0,0.0,299.0,10.0,0.0,4.0,0.0
15_Boyacá,272_Firavitoba,Apartamento,242.0,239.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,272_Firavitoba,Tipo cuarto,24.0,16.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
15_Boyacá,272_Firavitoba,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15_Boyacá,276_Floresta,Total,1040.0,473.0,4.0,3.0,0.0,558.0,2.0,0.0,0.0,0.0
15_Boyacá,276_Floresta,Casa,996.0,448.0,4.0,3.0,0.0,539.0,2.0,0.0,0.0,0.0
15_Boyacá,276_Floresta,Apartamento,15.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,276_Floresta,Tipo cuarto,29.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
15_Boyacá,293_Gachantivá,Total,962.0,464.0,31.0,52.0,2.0,403.0,8.0,2.0,0.0,0.0
15_Boyacá,293_Gachantivá,Casa,854.0,395.0,4.0,46.0,2.0,397.0,8.0,2.0,0.0,0.0
15_Boyacá,293_Gachantivá,Apartamento,96.0,60.0,27.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0
15_Boyacá,293_Gachantivá,Tipo cuarto,12.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,296_Gámeza,Total,1398.0,1053.0,9.0,2.0,0.0,319.0,14.0,0.0,1.0,0.0
15_Boyacá,296_Gámeza,Casa,1311.0,970.0,7.0,2.0,0.0,317.0,14.0,0.0,1.0,0.0
15_Boyacá,296_Gámeza,Apartamento,61.0,59.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,296_Gámeza,Tipo cuarto,26.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,299_Garagoa,Total,5154.0,4393.0,55.0,109.0,0.0,450.0,133.0,1.0,12.0,1.0
15_Boyacá,299_Garagoa,Casa,3635.0,2930.0,29.0,106.0,0.0,428.0,130.0,1.0,11.0,0.0
15_Boyacá,299_Garagoa,Apartamento,1339.0,1302.0,23.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0
15_Boyacá,299_Garagoa,Tipo cuarto,175.0,159.0,3.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0
15_Boyacá,299_Garagoa,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15_Boyacá,299_Garagoa,Otro tipo de vivienda (1),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,317_Guacamayas,Total,619.0,308.0,1.0,1.0,0.0,305.0,4.0,0.0,0.0,0.0
15_Boyacá,317_Guacamayas,Casa,601.0,298.0,1.0,1.0,0.0,297.0,4.0,0.0,0.0,0.0
15_Boyacá,317_Guacamayas,Apartamento,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,317_Guacamayas,Tipo cuarto,11.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
15_Boyacá,322_Guateque,Total,2920.0,2452.0,33.0,36.0,0.0,357.0,29.0,0.0,13.0,0.0
15_Boyacá,322_Guateque,Casa,2357.0,1945.0,19.0,32.0,0.0,321.0,28.0,0.0,12.0,0.0
15_Boyacá,322_Guateque,Apartamento,476.0,453.0,10.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
15_Boyacá,322_Guateque,Tipo cuarto,83.0,54.0,4.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0
15_Boyacá,322_Guateque,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
