Departamento,Municipio,"Total, Cabecera, Centro poblado, Rural disperso",Total viviendas ocupadas con personas presentes,Inodoro conectado al alcantarillado*,Inodoro conectado a pozo séptico,Inodoro sin conexión,Letrina,Inodoro con descarga directa a fuentes de agua (bajamar),No tiene servicio sanitario,Sin información
17_Caldas,541_Pensilvania,Total municipal,6004.0,3212.0,1283.0,917.0,12.0,496.0,56.0,28.0
17_Caldas,541_Pensilvania,Cabecera,2423.0,2349.0,11.0,2.0,0.0,34.0,2.0,25.0
17_Caldas,541_Pensilvania,Centro poblado,909.0,770.0,63.0,35.0,0.0,30.0,9.0,2.0
17_Caldas,541_Pensilvania,Rural disperso,2672.0,93.0,1209.0,880.0,12.0,432.0,45.0,1.0
17_Caldas,614_Riosucio,Total municipal,14292.0,9420.0,3022.0,268.0,159.0,1178.0,194.0,51.0
17_Caldas,614_Riosucio,Cabecera,5861.0,5720.0,52.0,16.0,1.0,27.0,13.0,32.0
17_Caldas,614_Riosucio,Centro poblado,2418.0,2005.0,206.0,30.0,3.0,112.0,54.0,8.0
17_Caldas,614_Riosucio,Rural disperso,6013.0,1695.0,2764.0,222.0,155.0,1039.0,127.0,11.0
17_Caldas,616_Risaralda,Total municipal,3221.0,1510.0,1245.0,81.0,168.0,184.0,24.0,9.0
17_Caldas,616_Risaralda,Cabecera,1378.0,1340.0,19.0,3.0,1.0,3.0,7.0,5.0
17_Caldas,616_Risaralda,Centro poblado,168.0,99.0,54.0,3.0,2.0,10.0,0.0,0.0
17_Caldas,616_Risaralda,Rural disperso,1675.0,71.0,1172.0,75.0,165.0,171.0,17.0,4.0
17_Caldas,653_Salamina,Total municipal,5784.0,3823.0,1023.0,42.0,24.0,776.0,70.0,26.0
17_Caldas,653_Salamina,Cabecera,3710.0,3421.0,159.0,19.0,6.0,41.0,39.0,25.0
17_Caldas,653_Salamina,Centro poblado,384.0,306.0,26.0,1.0,1.0,48.0,2.0,0.0
17_Caldas,653_Salamina,Rural disperso,1690.0,96.0,838.0,22.0,17.0,687.0,29.0,1.0
17_Caldas,662_Samaná,Total municipal,6232.0,2606.0,2055.0,1115.0,13.0,367.0,63.0,13.0
17_Caldas,662_Samaná,Cabecera,1974.0,1745.0,64.0,7.0,1.0,146.0,2.0,9.0
17_Caldas,662_Samaná,Centro poblado,1165.0,803.0,237.0,49.0,1.0,50.0,23.0,2.0
17_Caldas,662_Samaná,Rural disperso,3093.0,58.0,1754.0,1059.0,11.0,171.0,38.0,2.0
17_Caldas,665_San José,Total municipal,1439.0,446.0,773.0,54.0,50.0,90.0,6.0,20.0
17_Caldas,665_San José,Cabecera,447.0,409.0,24.0,1.0,0.0,1.0,1.0,11.0
17_Caldas,665_San José,Centro poblado,39.0,31.0,5.0,0.0,0.0,2.0,0.0,1.0
17_Caldas,665_San José,Rural disperso,953.0,6.0,744.0,53.0,50.0,87.0,5.0,8.0
17_Caldas,777_Supía,Total municipal,8284.0,4399.0,2434.0,151.0,386.0,804.0,83.0,27.0
17_Caldas,777_Supía,Cabecera,4345.0,3945.0,159.0,11.0,59.0,140.0,10.0,21.0
17_Caldas,777_Supía,Centro poblado,379.0,219.0,28.0,4.0,13.0,110.0,5.0,0.0
17_Caldas,777_Supía,Rural disperso,3560.0,235.0,2247.0,136.0,314.0,554.0,68.0,6.0
17_Caldas,867_Victoria,Total municipal,2767.0,1516.0,1150.0,32.0,3.0,38.0,16.0,12.0
17_Caldas,867_Victoria,Cabecera,1443.0,1286.0,126.0,8.0,0.0,12.0,2.0,9.0
17_Caldas,867_Victoria,Centro poblado,344.0,187.0,137.0,9.0,1.0,5.0,4.0,1.0
17_Caldas,867_Victoria,Rural disperso,980.0,43.0,887.0,15.0,2.0,21.0,10.0,2.0
17_Caldas,873_Villamaría,Total municipal,20065.0,17205.0,1626.0,83.0,34.0,881.0,129.0,107.0
17_Caldas,873_Villamaría,Cabecera,17422.0,16474.0,523.0,60.0,20.0,156.0,93.0,96.0
17_Caldas,873_Villamaría,Centro poblado,987.0,435.0,144.0,2.0,1.0,397.0,2.0,6.0
17_Caldas,873_Villamaría,Rural disperso,1656.0,296.0,959.0,21.0,13.0,328.0,34.0,5.0
17_Caldas,877_Viterbo,Total municipal,3978.0,3383.0,435.0,61.0,6.0,47.0,18.0,28.0
17_Caldas,877_Viterbo,Cabecera,3458.0,3340.0,53.0,3.0,4.0,18.0,13.0,27.0
17_Caldas,877_Viterbo,Rural disperso,520.0,43.0,382.0,58.0,2.0,29.0,5.0,1.0
18_Caquetá,001_Florencia,Total municipal,49809.0,40097.0,6975.0,513.0,50.0,1288.0,187.0,699.0
18_Caquetá,001_Florencia,Cabecera,45513.0,39142.0,4067.0,367.0,27.0,1148.0,100.0,662.0
18_Caquetá,001_Florencia,Centro poblado,513.0,206.0,229.0,20.0,1.0,42.0,1.0,14.0
18_Caquetá,001_Florencia,Rural disperso,3783.0,749.0,2679.0,126.0,22.0,98.0,86.0,23.0
18_Caquetá,029_Albania,Total municipal,1409.0,684.0,483.0,58.0,6.0,19.0,145.0,14.0
18_Caquetá,029_Albania,Cabecera,676.0,647.0,5.0,5.0,2.0,3.0,3.0,11.0
18_Caquetá,029_Albania,Centro poblado,84.0,24.0,53.0,2.0,0.0,1.0,3.0,1.0
18_Caquetá,029_Albania,Rural disperso,649.0,13.0,425.0,51.0,4.0,15.0,139.0,2.0
18_Caquetá,094_Belén De Los Andaquíes,Total municipal,2883.0,1751.0,887.0,33.0,5.0,55.0,119.0,33.0
18_Caquetá,094_Belén De Los Andaquíes,Cabecera,1942.0,1663.0,209.0,12.0,1.0,26.0,4.0,27.0
18_Caquetá,094_Belén De Los Andaquíes,Centro poblado,117.0,56.0,43.0,0.0,0.0,14.0,3.0,1.0
18_Caquetá,094_Belén De Los Andaquíes,Rural disperso,824.0,32.0,635.0,21.0,4.0,15.0,112.0,5.0
18_Caquetá,150_Cartagena Del Chairá,Total municipal,7962.0,3642.0,2690.0,99.0,51.0,247.0,1048.0,185.0
18_Caquetá,150_Cartagena Del Chairá,Cabecera,4423.0,3385.0,643.0,58.0,6.0,178.0,101.0,52.0
18_Caquetá,150_Cartagena Del Chairá,Centro poblado,416.0,209.0,121.0,10.0,1.0,29.0,23.0,23.0
18_Caquetá,150_Cartagena Del Chairá,Rural disperso,3123.0,48.0,1926.0,31.0,44.0,40.0,924.0,110.0
18_Caquetá,205_Curillo,Total municipal,2278.0,1251.0,434.0,73.0,17.0,260.0,224.0,19.0
18_Caquetá,205_Curillo,Cabecera,1625.0,1233.0,68.0,55.0,7.0,225.0,20.0,17.0
18_Caquetá,205_Curillo,Centro poblado,70.0,12.0,26.0,2.0,1.0,17.0,12.0,0.0
18_Caquetá,205_Curillo,Rural disperso,583.0,6.0,340.0,16.0,9.0,18.0,192.0,2.0
18_Caquetá,247_El Doncello,Total municipal,5767.0,4144.0,1122.0,93.0,20.0,90.0,137.0,161.0
18_Caquetá,247_El Doncello,Cabecera,4207.0,3851.0,121.0,17.0,1.0,57.0,11.0,149.0
18_Caquetá,247_El Doncello,Centro poblado,315.0,268.0,32.0,1.0,0.0,8.0,3.0,3.0
18_Caquetá,247_El Doncello,Rural disperso,1245.0,25.0,969.0,75.0,19.0,25.0,123.0,9.0
18_Caquetá,256_El Paujíl,Total municipal,4568.0,2279.0,1788.0,63.0,23.0,48.0,303.0,64.0
18_Caquetá,256_El Paujíl,Cabecera,2398.0,2146.0,112.0,24.0,2.0,37.0,23.0,54.0
18_Caquetá,256_El Paujíl,Centro poblado,161.0,110.0,42.0,2.0,0.0,1.0,4.0,2.0
18_Caquetá,256_El Paujíl,Rural disperso,2009.0,23.0,1634.0,37.0,21.0,10.0,276.0,8.0
18_Caquetá,410_La Montañita,Total municipal,3553.0,1271.0,1755.0,33.0,52.0,14.0,400.0,28.0
18_Caquetá,410_La Montañita,Cabecera,756.0,673.0,42.0,2.0,5.0,6.0,8.0,20.0
18_Caquetá,410_La Montañita,Centro poblado,718.0,468.0,226.0,4.0,4.0,0.0,14.0,2.0
18_Caquetá,410_La Montañita,Rural disperso,2079.0,130.0,1487.0,27.0,43.0,8.0,378.0,6.0
18_Caquetá,460_Milán,Total municipal,1985.0,569.0,594.0,63.0,27.0,108.0,617.0,7.0
18_Caquetá,460_Milán,Cabecera,332.0,296.0,18.0,3.0,2.0,5.0,6.0,2.0
18_Caquetá,460_Milán,Centro poblado,480.0,245.0,123.0,30.0,4.0,68.0,10.0,0.0
18_Caquetá,460_Milán,Rural disperso,1173.0,28.0,453.0,30.0,21.0,35.0,601.0,5.0
18_Caquetá,479_Morelia,Total municipal,1013.0,557.0,331.0,28.0,7.0,7.0,67.0,16.0
18_Caquetá,479_Morelia,Cabecera,576.0,548.0,12.0,0.0,0.0,2.0,1.0,13.0
18_Caquetá,479_Morelia,Rural disperso,437.0,9.0,319.0,28.0,7.0,5.0,66.0,3.0
18_Caquetá,592_Puerto Rico,Total municipal,7489.0,4406.0,1890.0,151.0,44.0,155.0,715.0,128.0
18_Caquetá,592_Puerto Rico,Cabecera,4543.0,4129.0,154.0,33.0,11.0,110.0,41.0,65.0
18_Caquetá,592_Puerto Rico,Centro poblado,232.0,157.0,54.0,11.0,0.0,3.0,5.0,2.0
18_Caquetá,592_Puerto Rico,Rural disperso,2714.0,120.0,1682.0,107.0,33.0,42.0,669.0,61.0
18_Caquetá,610_San José Del Fragua,Total municipal,3444.0,2041.0,975.0,54.0,41.0,84.0,211.0,38.0
18_Caquetá,610_San José Del Fragua,Cabecera,1976.0,1663.0,216.0,12.0,6.0,31.0,16.0,32.0
18_Caquetá,610_San José Del Fragua,Centro poblado,627.0,359.0,192.0,17.0,3.0,42.0,11.0,3.0
18_Caquetá,610_San José Del Fragua,Rural disperso,841.0,19.0,567.0,25.0,32.0,11.0,184.0,3.0
18_Caquetá,753_San Vicente Del Caguán,Total municipal,12008.0,4884.0,4408.0,556.0,136.0,445.0,1312.0,267.0
18_Caquetá,753_San Vicente Del Caguán,Cabecera,6291.0,4470.0,1237.0,281.0,12.0,210.0,47.0,34.0
18_Caquetá,753_San Vicente Del Caguán,Centro poblado,822.0,294.0,369.0,29.0,3.0,44.0,38.0,45.0
18_Caquetá,753_San Vicente Del Caguán,Rural disperso,4895.0,120.0,2802.0,246.0,121.0,191.0,1227.0,188.0
18_Caquetá,756_Solano,Total municipal,2857.0,1118.0,843.0,30.0,22.0,33.0,695.0,116.0
18_Caquetá,756_Solano,Cabecera,931.0,770.0,113.0,5.0,1.0,13.0,20.0,9.0
18_Caquetá,756_Solano,Centro poblado,221.0,135.0,20.0,10.0,1.0,7.0,35.0,13.0
18_Caquetá,756_Solano,Rural disperso,1705.0,213.0,710.0,15.0,20.0,13.0,640.0,94.0
18_Caquetá,785_Solita,Total municipal,1687.0,883.0,480.0,27.0,7.0,40.0,193.0,57.0
18_Caquetá,785_Solita,Cabecera,1053.0,846.0,142.0,16.0,2.0,29.0,11.0,7.0
18_Caquetá,785_Solita,Centro poblado,45.0,26.0,11.0,2.0,2.0,1.0,3.0,0.0
18_Caquetá,785_Solita,Rural disperso,589.0,11.0,327.0,9.0,3.0,10.0,179.0,50.0
18_Caquetá,860_Valparaíso,Total municipal,1813.0,824.0,507.0,76.0,7.0,12.0,376.0,11.0
18_Caquetá,860_Valparaíso,Cabecera,729.0,701.0,13.0,4.0,0.0,1.0,4.0,6.0
18_Caquetá,860_Valparaíso,Centro poblado,149.0,114.0,27.0,3.0,2.0,1.0,1.0,1.0
18_Caquetá,860_Valparaíso,Rural disperso,935.0,9.0,467.0,69.0,5.0,10.0,371.0,4.0
19_Cauca,001_Popayán,Total municipal,84936.0,70531.0,10931.0,198.0,733.0,1202.0,318.0,1023.0
19_Cauca,001_Popayán,Cabecera,71976.0,67611.0,2229.0,119.0,41.0,935.0,94.0,947.0
19_Cauca,001_Popayán,Centro poblado,5069.0,2364.0,2408.0,19.0,51.0,180.0,27.0,20.0
19_Cauca,001_Popayán,Rural disperso,7891.0,556.0,6294.0,60.0,641.0,87.0,197.0,56.0
19_Cauca,022_Almaguer,Total municipal,5219.0,418.0,1892.0,100.0,780.0,119.0,1892.0,18.0
19_Cauca,022_Almaguer,Cabecera,431.0,367.0,22.0,0.0,2.0,20.0,7.0,13.0
19_Cauca,022_Almaguer,Centro poblado,352.0,36.0,197.0,6.0,12.0,83.0,18.0,0.0
19_Cauca,022_Almaguer,Rural disperso,4436.0,15.0,1673.0,94.0,766.0,16.0,1867.0,5.0
19_Cauca,050_Argelia,Total municipal,7488.0,2350.0,4214.0,105.0,36.0,664.0,113.0,6.0
19_Cauca,050_Argelia,Cabecera,856.0,751.0,56.0,6.0,0.0,34.0,6.0,3.0
19_Cauca,050_Argelia,Centro poblado,1396.0,1129.0,180.0,10.0,3.0,66.0,8.0,0.0
19_Cauca,050_Argelia,Rural disperso,5236.0,470.0,3978.0,89.0,33.0,564.0,99.0,3.0
19_Cauca,075_Balboa,Total municipal,6722.0,1819.0,3827.0,159.0,46.0,283.0,574.0,14.0
19_Cauca,075_Balboa,Cabecera,1682.0,1309.0,148.0,16.0,1.0,185.0,13.0,10.0
19_Cauca,075_Balboa,Centro poblado,842.0,451.0,342.0,14.0,1.0,5.0,28.0,1.0
19_Cauca,075_Balboa,Rural disperso,4198.0,59.0,3337.0,129.0,44.0,93.0,533.0,3.0
19_Cauca,100_Bolívar,Total municipal,12670.0,2232.0,6005.0,312.0,921.0,208.0,2966.0,26.0
19_Cauca,100_Bolívar,Cabecera,1455.0,1302.0,58.0,15.0,2.0,57.0,8.0,13.0
19_Cauca,100_Bolívar,Centro poblado,1366.0,854.0,343.0,18.0,12.0,46.0,89.0,4.0
19_Cauca,100_Bolívar,Rural disperso,9849.0,76.0,5604.0,279.0,907.0,105.0,2869.0,9.0
19_Cauca,110_Buenos Aires,Total municipal,8398.0,1310.0,5669.0,143.0,536.0,40.0,698.0,2.0
19_Cauca,110_Buenos Aires,Cabecera,412.0,378.0,27.0,1.0,1.0,2.0,3.0,0.0
19_Cauca,110_Buenos Aires,Centro poblado,2073.0,761.0,1202.0,22.0,8.0,16.0,64.0,0.0
19_Cauca,110_Buenos Aires,Rural disperso,5913.0,171.0,4440.0,120.0,527.0,22.0,631.0,2.0
19_Cauca,130_Cajibío,Total municipal,9176.0,683.0,5658.0,220.0,1583.0,20.0,989.0,23.0
19_Cauca,130_Cajibío,Cabecera,622.0,547.0,59.0,1.0,4.0,3.0,3.0,5.0
19_Cauca,130_Cajibío,Centro poblado,445.0,85.0,314.0,4.0,22.0,5.0,13.0,2.0
19_Cauca,130_Cajibío,Rural disperso,8109.0,51.0,5285.0,215.0,1557.0,12.0,973.0,16.0
19_Cauca,137_Caldono,Total municipal,8201.0,730.0,5022.0,208.0,1142.0,111.0,967.0,21.0
19_Cauca,137_Caldono,Cabecera,547.0,403.0,98.0,11.0,5.0,20.0,4.0,6.0
19_Cauca,137_Caldono,Centro poblado,681.0,281.0,332.0,8.0,22.0,15.0,21.0,2.0
19_Cauca,137_Caldono,Rural disperso,6973.0,46.0,4592.0,189.0,1115.0,76.0,942.0,13.0
19_Cauca,142_Caloto,Total municipal,7274.0,1902.0,4191.0,81.0,165.0,59.0,851.0,25.0
19_Cauca,142_Caloto,Cabecera,1693.0,1455.0,197.0,2.0,1.0,2.0,17.0,19.0
19_Cauca,142_Caloto,Centro poblado,1491.0,341.0,1008.0,11.0,30.0,36.0,62.0,3.0
19_Cauca,142_Caloto,Rural disperso,4090.0,106.0,2986.0,68.0,134.0,21.0,772.0,3.0
19_Cauca,212_Corinto,Total municipal,7501.0,4178.0,2436.0,61.0,231.0,49.0,527.0,19.0
19_Cauca,212_Corinto,Cabecera,4151.0,4042.0,29.0,4.0,2.0,13.0,43.0,18.0
19_Cauca,212_Corinto,Centro poblado,297.0,77.0,164.0,0.0,5.0,4.0,47.0,0.0
19_Cauca,212_Corinto,Rural disperso,3053.0,59.0,2243.0,57.0,224.0,32.0,437.0,1.0
19_Cauca,256_El Tambo,Total municipal,12629.0,928.0,8718.0,378.0,1071.0,287.0,1217.0,30.0
19_Cauca,256_El Tambo,Cabecera,891.0,727.0,135.0,2.0,6.0,13.0,5.0,3.0
19_Cauca,256_El Tambo,Centro poblado,1204.0,133.0,918.0,17.0,43.0,42.0,39.0,12.0
19_Cauca,256_El Tambo,Rural disperso,10534.0,68.0,7665.0,359.0,1022.0,232.0,1173.0,15.0
19_Cauca,290_Florencia,Total municipal,1432.0,317.0,881.0,139.0,1.0,31.0,58.0,5.0
19_Cauca,290_Florencia,Cabecera,333.0,310.0,10.0,2.0,0.0,4.0,4.0,3.0
19_Cauca,290_Florencia,Centro poblado,117.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0
19_Cauca,290_Florencia,Rural disperso,982.0,7.0,754.0,137.0,1.0,27.0,54.0,2.0
19_Cauca,300_Guachené,Total municipal,5452.0,1711.0,3405.0,27.0,57.0,5.0,237.0,10.0
19_Cauca,300_Guachené,Cabecera,1783.0,1678.0,80.0,1.0,2.0,2.0,14.0,6.0
19_Cauca,300_Guachené,Centro poblado,3008.0,19.0,2777.0,16.0,36.0,2.0,157.0,1.0
19_Cauca,300_Guachené,Rural disperso,661.0,14.0,548.0,10.0,19.0,1.0,66.0,3.0
19_Cauca,318_Guapi,Total municipal,6157.0,598.0,1945.0,303.0,545.0,981.0,1575.0,210.0
19_Cauca,318_Guapi,Cabecera,3491.0,577.0,1470.0,195.0,146.0,801.0,280.0,22.0
19_Cauca,318_Guapi,Centro poblado,219.0,2.0,68.0,6.0,13.0,27.0,83.0,20.0
19_Cauca,318_Guapi,Rural disperso,2447.0,19.0,407.0,102.0,386.0,153.0,1212.0,168.0
19_Cauca,355_Inzá,Total municipal,6794.0,1336.0,3394.0,334.0,247.0,364.0,1069.0,50.0
19_Cauca,355_Inzá,Cabecera,407.0,352.0,32.0,6.0,5.0,8.0,1.0,3.0
19_Cauca,355_Inzá,Centro poblado,897.0,471.0,321.0,25.0,6.0,47.0,26.0,1.0
19_Cauca,355_Inzá,Rural disperso,5490.0,513.0,3041.0,303.0,236.0,309.0,1042.0,46.0
19_Cauca,364_Jambaló,Total municipal,3507.0,677.0,1897.0,61.0,339.0,12.0,513.0,8.0
19_Cauca,364_Jambaló,Cabecera,364.0,329.0,17.0,2.0,0.0,7.0,6.0,3.0
19_Cauca,364_Jambaló,Rural disperso,3143.0,348.0,1880.0,59.0,339.0,5.0,507.0,5.0
19_Cauca,392_La Sierra,Total municipal,3078.0,375.0,1870.0,83.0,453.0,54.0,236.0,7.0
19_Cauca,392_La Sierra,Cabecera,542.0,369.0,160.0,3.0,0.0,5.0,3.0,2.0
19_Cauca,392_La Sierra,Centro poblado,114.0,2.0,82.0,13.0,11.0,3.0,3.0,0.0
19_Cauca,392_La Sierra,Rural disperso,2422.0,4.0,1628.0,67.0,442.0,46.0,230.0,5.0
19_Cauca,397_La Vega,Total municipal,5417.0,931.0,2462.0,345.0,859.0,253.0,520.0,47.0
19_Cauca,397_La Vega,Cabecera,349.0,286.0,36.0,5.0,4.0,13.0,2.0,3.0
19_Cauca,397_La Vega,Centro poblado,908.0,509.0,255.0,24.0,22.0,67.0,26.0,5.0
19_Cauca,397_La Vega,Rural disperso,4160.0,136.0,2171.0,316.0,833.0,173.0,492.0,39.0
19_Cauca,418_López De Micay,Total municipal,3992.0,384.0,1351.0,332.0,523.0,542.0,733.0,127.0
19_Cauca,418_López De Micay,Cabecera,481.0,299.0,125.0,14.0,3.0,14.0,15.0,11.0
19_Cauca,418_López De Micay,Centro poblado,437.0,24.0,204.0,39.0,46.0,35.0,60.0,29.0
19_Cauca,418_López De Micay,Rural disperso,3074.0,61.0,1022.0,279.0,474.0,493.0,658.0,87.0
19_Cauca,450_Mercaderes,Total municipal,4761.0,1271.0,2024.0,145.0,183.0,341.0,781.0,16.0
19_Cauca,450_Mercaderes,Cabecera,1720.0,1008.0,557.0,14.0,7.0,94.0,36.0,4.0
19_Cauca,450_Mercaderes,Centro poblado,1249.0,247.0,506.0,57.0,50.0,214.0,167.0,8.0
19_Cauca,450_Mercaderes,Rural disperso,1792.0,16.0,961.0,74.0,126.0,33.0,578.0,4.0
19_Cauca,455_Miranda,Total municipal,9329.0,7060.0,1893.0,22.0,91.0,26.0,208.0,29.0
19_Cauca,455_Miranda,Cabecera,5669.0,5537.0,82.0,6.0,1.0,12.0,6.0,25.0
19_Cauca,455_Miranda,Centro poblado,1487.0,1271.0,166.0,4.0,34.0,6.0,4.0,2.0
19_Cauca,455_Miranda,Rural disperso,2173.0,252.0,1645.0,12.0,56.0,8.0,198.0,2.0
19_Cauca,473_Morales,Total municipal,8256.0,636.0,5610.0,107.0,767.0,16.0,1105.0,15.0
19_Cauca,473_Morales,Cabecera,672.0,509.0,139.0,2.0,2.0,2.0,11.0,7.0
19_Cauca,473_Morales,Centro poblado,353.0,78.0,234.0,3.0,14.0,0.0,24.0,0.0
19_Cauca,473_Morales,Rural disperso,7231.0,49.0,5237.0,102.0,751.0,14.0,1070.0,8.0
19_Cauca,513_Padilla,Total municipal,2877.0,1795.0,912.0,35.0,25.0,5.0,100.0,5.0
19_Cauca,513_Padilla,Cabecera,1402.0,1339.0,35.0,0.0,6.0,2.0,17.0,3.0
19_Cauca,513_Padilla,Centro poblado,515.0,338.0,151.0,7.0,2.0,1.0,15.0,1.0
19_Cauca,513_Padilla,Rural disperso,960.0,118.0,726.0,28.0,17.0,2.0,68.0,1.0
19_Cauca,517_Páez,Total municipal,8624.0,1830.0,3293.0,594.0,478.0,714.0,1694.0,21.0
19_Cauca,517_Páez,Cabecera,899.0,351.0,54.0,12.0,4.0,459.0,10.0,9.0
19_Cauca,517_Páez,Centro poblado,1196.0,531.0,500.0,47.0,18.0,33.0,63.0,4.0
19_Cauca,517_Páez,Rural disperso,6529.0,948.0,2739.0,535.0,456.0,222.0,1621.0,8.0
19_Cauca,532_Patía,Total municipal,8995.0,3721.0,3744.0,273.0,670.0,62.0,495.0,30.0
19_Cauca,532_Patía,Cabecera,3663.0,3267.0,266.0,33.0,18.0,39.0,22.0,18.0
19_Cauca,532_Patía,Centro poblado,1834.0,411.0,1086.0,33.0,152.0,7.0,139.0,6.0
19_Cauca,532_Patía,Rural disperso,3498.0,43.0,2392.0,207.0,500.0,16.0,334.0,6.0
19_Cauca,533_Piamonte,Total municipal,2172.0,655.0,1229.0,4.0,3.0,14.0,264.0,3.0
19_Cauca,533_Piamonte,Cabecera,557.0,437.0,116.0,1.0,1.0,0.0,2.0,0.0
19_Cauca,533_Piamonte,Centro poblado,294.0,194.0,98.0,0.0,1.0,0.0,1.0,0.0
19_Cauca,533_Piamonte,Rural disperso,1321.0,24.0,1015.0,3.0,1.0,14.0,261.0,3.0
19_Cauca,548_Piendamó - Tunía,Total municipal,9935.0,3794.0,4950.0,68.0,788.0,151.0,151.0,33.0
19_Cauca,548_Piendamó - Tunía,Cabecera,3700.0,3253.0,379.0,15.0,3.0,19.0,15.0,16.0
19_Cauca,548_Piendamó - Tunía,Centro poblado,282.0,252.0,26.0,1.0,0.0,0.0,0.0,3.0
19_Cauca,548_Piendamó - Tunía,Rural disperso,5953.0,289.0,4545.0,52.0,785.0,132.0,136.0,14.0
19_Cauca,573_Puerto Tejada,Total municipal,12429.0,11544.0,736.0,33.0,11.0,25.0,8.0,72.0
19_Cauca,573_Puerto Tejada,Cabecera,10912.0,10653.0,151.0,15.0,5.0,18.0,6.0,64.0
19_Cauca,573_Puerto Tejada,Centro poblado,1286.0,845.0,407.0,17.0,5.0,5.0,1.0,6.0
19_Cauca,573_Puerto Tejada,Rural disperso,231.0,46.0,178.0,1.0,1.0,2.0,1.0,2.0
19_Cauca,585_Puracé,Total municipal,3657.0,769.0,1561.0,81.0,626.0,440.0,175.0,5.0
19_Cauca,585_Puracé,Cabecera,493.0,328.0,37.0,1.0,4.0,112.0,9.0,2.0
19_Cauca,585_Puracé,Centro poblado,590.0,366.0,119.0,2.0,15.0,75.0,10.0,3.0
19_Cauca,585_Puracé,Rural disperso,2574.0,75.0,1405.0,78.0,607.0,253.0,156.0,0.0
19_Cauca,622_Rosas,Total municipal,3237.0,433.0,2508.0,139.0,27.0,66.0,53.0,11.0
19_Cauca,622_Rosas,Cabecera,331.0,287.0,32.0,4.0,0.0,0.0,1.0,7.0
19_Cauca,622_Rosas,Centro poblado,288.0,110.0,147.0,4.0,1.0,25.0,1.0,0.0
19_Cauca,622_Rosas,Rural disperso,2618.0,36.0,2329.0,131.0,26.0,41.0,51.0,4.0
19_Cauca,693_San Sebastián,Total municipal,2999.0,644.0,1698.0,56.0,266.0,71.0,258.0,6.0
19_Cauca,693_San Sebastián,Cabecera,200.0,145.0,10.0,3.0,2.0,30.0,8.0,2.0
19_Cauca,693_San Sebastián,Centro poblado,613.0,483.0,64.0,5.0,11.0,32.0,15.0,3.0
19_Cauca,693_San Sebastián,Rural disperso,2186.0,16.0,1624.0,48.0,253.0,9.0,235.0,1.0
19_Cauca,698_Santander De Quilichao,Total municipal,29001.0,15480.0,12244.0,176.0,196.0,122.0,656.0,127.0
19_Cauca,698_Santander De Quilichao,Cabecera,15317.0,14298.0,827.0,16.0,13.0,34.0,28.0,101.0
19_Cauca,698_Santander De Quilichao,Centro poblado,3209.0,835.0,2227.0,23.0,13.0,41.0,66.0,4.0
19_Cauca,698_Santander De Quilichao,Rural disperso,10475.0,347.0,9190.0,137.0,170.0,47.0,562.0,22.0
19_Cauca,701_Santa Rosa,Total municipal,1533.0,283.0,359.0,80.0,61.0,453.0,290.0,7.0
19_Cauca,701_Santa Rosa,Cabecera,233.0,212.0,7.0,3.0,1.0,6.0,3.0,1.0
19_Cauca,701_Santa Rosa,Centro poblado,268.0,42.0,30.0,11.0,2.0,152.0,31.0,0.0
19_Cauca,701_Santa Rosa,Rural disperso,1032.0,29.0,322.0,66.0,58.0,295.0,256.0,6.0
19_Cauca,743_Silvia,Total municipal,7897.0,1440.0,3724.0,116.0,1976.0,47.0,562.0,32.0
19_Cauca,743_Silvia,Cabecera,1297.0,1190.0,79.0,3.0,12.0,6.0,2.0,5.0
19_Cauca,743_Silvia,Centro poblado,340.0,168.0,122.0,1.0,14.0,19.0,12.0,4.0
19_Cauca,743_Silvia,Rural disperso,6260.0,82.0,3523.0,112.0,1950.0,22.0,548.0,23.0
19_Cauca,760_Sotará - Paispamba,Total municipal,3514.0,340.0,2204.0,74.0,755.0,45.0,92.0,4.0
19_Cauca,760_Sotará - Paispamba,Cabecera,163.0,153.0,8.0,0.0,0.0,1.0,0.0,1.0
19_Cauca,760_Sotará - Paispamba,Centro poblado,366.0,145.0,123.0,11.0,59.0,24.0,4.0,0.0
19_Cauca,760_Sotará - Paispamba,Rural disperso,2985.0,42.0,2073.0,63.0,696.0,20.0,88.0,3.0
19_Cauca,780_Suárez,Total municipal,7090.0,1866.0,4048.0,270.0,206.0,186.0,510.0,4.0
19_Cauca,780_Suárez,Cabecera,2024.0,1634.0,225.0,13.0,4.0,121.0,23.0,4.0
19_Cauca,780_Suárez,Centro poblado,532.0,13.0,389.0,48.0,22.0,1.0,59.0,0.0
19_Cauca,780_Suárez,Rural disperso,4534.0,219.0,3434.0,209.0,180.0,64.0,428.0,0.0
19_Cauca,785_Sucre,Total municipal,2121.0,398.0,913.0,79.0,246.0,10.0,472.0,3.0
19_Cauca,785_Sucre,Cabecera,433.0,360.0,26.0,3.0,10.0,2.0,32.0,0.0
19_Cauca,785_Sucre,Centro poblado,125.0,33.0,40.0,17.0,11.0,1.0,23.0,0.0
19_Cauca,785_Sucre,Rural disperso,1563.0,5.0,847.0,59.0,225.0,7.0,417.0,3.0
19_Cauca,807_Timbío,Total municipal,9296.0,3557.0,5076.0,48.0,254.0,66.0,258.0,37.0
